subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-5639de,A-eb1312,13-12-2024,,Pro,25,1225,14700,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-104053,A-2bc93d,20-12-2024,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-4bfe7b,A-9b9fe9,16-10-2023,,Basic,11,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-deb65c,A-1f0636,30-10-2024,,Basic,105,1995,23940,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-cfb108,A-c608c8,30-06-2023,,Enterprise,3,597,7164,FALSE,FALSE,TRUE,FALSE,annual,TRUE
S-e62fc9,A-0651a4,23-12-2024,,Pro,16,784,9408,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-935e79,A-c4ea60,19-02-2024,,Basic,58,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-92e8cb,A-d4e0d4,23-10-2024,,Pro,117,5733,68796,FALSE,FALSE,TRUE,FALSE,monthly,FALSE
S-1f4db5,A-2e3bad,29-09-2024,,Enterprise,61,12139,145668,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-4893cd,A-9c18c4,26-12-2023,,Enterprise,11,2189,26268,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-0abdec,A-4a4c2d,14-07-2023,,Basic,54,1026,12312,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-31428b,A-86cdb4,14-12-2024,,Basic,52,988,11856,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-381420,A-42b791,25-10-2024,25-11-2024,Basic,27,513,6156,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-0a28cd,A-e5d6ab,08-10-2023,,Enterprise,21,4179,50148,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-25ff39,A-798a3f,24-03-2024,,Basic,42,798,9576,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-a82639,A-89ee83,25-10-2024,,Enterprise,40,7960,95520,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-ada718,A-f6b2fb,18-11-2024,,Basic,23,437,5244,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-06e837,A-7c4956,17-12-2023,29-03-2024,Basic,9,0,0,TRUE,FALSE,FALSE,TRUE,annual,TRUE
S-b488bc,A-f45426,15-11-2024,,Pro,11,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-d11408,A-781cc0,30-11-2024,,Enterprise,12,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-36f26c,A-e36807,17-12-2024,,Basic,63,1197,14364,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-7cc0ec,A-a6d261,25-02-2024,,Pro,9,441,5292,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-cb8654,A-94d3da,07-02-2024,,Basic,41,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-934f6d,A-40a557,23-11-2024,,Pro,16,784,9408,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-e9737c,A-3c1a3f,28-12-2023,,Enterprise,29,5771,69252,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-7f0419,A-84ebe4,22-06-2023,,Enterprise,18,3582,42984,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-e002a1,A-940b8b,07-06-2024,,Basic,45,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-5f30ce,A-9077b0,26-08-2024,,Basic,2,38,456,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-557f3e,A-b7ef83,20-06-2024,,Enterprise,13,2587,31044,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-a3e1e3,A-05d3b3,26-09-2024,,Enterprise,9,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-70a554,A-f19409,09-08-2023,,Enterprise,23,4577,54924,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-b35b20,A-0b0d6d,31-12-2024,,Pro,3,147,1764,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-95d1dd,A-c58f49,13-09-2024,,Enterprise,70,13930,167160,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-540cee,A-202b67,22-06-2024,,Enterprise,25,4975,59700,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-635570,A-883b7d,12-05-2024,,Enterprise,50,0,0,TRUE,FALSE,FALSE,FALSE,annual,FALSE
S-172953,A-e60f9d,11-12-2024,,Basic,29,551,6612,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-0d0202,A-adc1f3,04-09-2024,16-09-2024,Enterprise,50,9950,119400,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-21f8b3,A-7f4db3,07-09-2024,,Enterprise,4,0,0,TRUE,FALSE,FALSE,FALSE,monthly,FALSE
S-8faa60,A-328bd0,15-12-2023,11-01-2024,Pro,39,1911,22932,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-93cd57,A-6f8ad2,16-08-2024,,Enterprise,20,3980,47760,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-8ec197,A-7c4956,02-11-2023,10-10-2024,Basic,51,0,0,TRUE,FALSE,FALSE,TRUE,monthly,TRUE
S-842638,A-35083d,04-05-2024,26-06-2024,Pro,19,931,11172,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-763e52,A-bece89,20-05-2024,,Enterprise,26,5174,62088,FALSE,TRUE,FALSE,FALSE,annual,FALSE
S-ed4c45,A-4e44e8,15-09-2024,21-09-2024,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-390955,A-98a59a,02-09-2023,,Pro,56,2744,32928,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-3ab534,A-f446b6,07-01-2024,,Enterprise,18,3582,42984,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-9be237,A-a6d261,20-09-2024,,Pro,26,1274,15288,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-021004,A-186a44,05-07-2024,,Basic,20,380,4560,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-e36786,A-5b1bcd,10-01-2024,,Basic,73,1387,16644,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-4691f1,A-c16cf7,07-12-2024,,Basic,13,247,2964,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-d35d49,A-bc87bc,11-09-2024,10-11-2024,Basic,18,342,4104,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-374628,A-35083d,17-07-2024,,Basic,19,361,4332,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-36f84f,A-e08cd3,08-12-2024,,Pro,67,3283,39396,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-e0cd01,A-0cc442,21-10-2024,,Basic,45,855,10260,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-edc542,A-1f0636,09-04-2024,,Enterprise,105,20895,250740,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-1bbdf0,A-781cc0,08-10-2024,,Basic,16,304,3648,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-a4d121,A-118d55,26-10-2024,,Enterprise,8,1592,19104,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-5b4149,A-df10db,23-10-2023,,Basic,7,133,1596,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-ffe125,A-e89151,15-04-2024,07-10-2024,Basic,20,380,4560,FALSE,FALSE,FALSE,TRUE,monthly,FALSE
S-5aea91,A-427b69,06-11-2024,,Enterprise,34,6766,81192,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-a5baf1,A-c7e58b,16-12-2023,,Enterprise,7,1393,16716,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-5aacfa,A-f3ff05,19-10-2024,,Enterprise,48,9552,114624,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-69cc68,A-7f4db3,12-10-2023,,Enterprise,7,1393,16716,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-5cff9b,A-0f3e88,07-11-2024,,Pro,7,0,0,TRUE,TRUE,FALSE,FALSE,monthly,FALSE
S-573f93,A-50bb9f,29-10-2024,,Enterprise,2,398,4776,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-ea2c98,A-1ac5e0,30-11-2024,,Pro,33,1617,19404,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-b2f3f3,A-bc87bc,15-12-2024,,Basic,8,152,1824,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-5bc277,A-05d3b3,12-07-2023,,Basic,9,171,2052,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-d0429b,A-5247b3,25-11-2024,,Basic,74,1406,16872,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-d2a604,A-20736a,03-10-2024,,Pro,61,2989,35868,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-f586ed,A-de24d5,06-12-2024,,Basic,17,323,3876,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-f874e5,A-417d2f,16-07-2023,,Enterprise,51,10149,121788,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-28d401,A-d792a6,03-09-2023,04-03-2024,Basic,5,95,1140,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-fa05d7,A-180abf,10-07-2024,,Basic,64,1216,14592,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-8ed77f,A-8b0451,10-12-2024,,Pro,41,2009,24108,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-0d391c,A-f9cc74,09-12-2024,,Enterprise,30,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-beaa35,A-781cc0,01-11-2024,,Pro,12,0,0,TRUE,FALSE,FALSE,FALSE,monthly,FALSE
S-d44108,A-7c83a1,02-11-2024,,Pro,12,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-925f82,A-c7e58b,08-07-2024,,Enterprise,7,1393,16716,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-7d43e0,A-f9cc74,12-10-2024,,Enterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-dc1cf4,A-1986ca,05-01-2024,,Enterprise,20,3980,47760,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-bff3b5,A-10b8f2,22-03-2024,,Pro,47,2303,27636,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-f11653,A-d4e0d4,28-10-2024,,Enterprise,117,23283,279396,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-f42cc4,A-f44180,10-04-2023,,Enterprise,14,2786,33432,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-22014f,A-0be015,21-10-2024,,Basic,19,361,4332,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-1acdd2,A-7a0d69,12-10-2024,,Enterprise,26,5174,62088,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-c85167,A-7a0d69,16-09-2024,,Basic,15,285,3420,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-b112eb,A-8bde0c,19-12-2024,,Basic,53,1007,12084,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-79bf38,A-9779ad,29-07-2024,,Enterprise,40,7960,95520,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-ab152e,A-3793ee,22-07-2024,,Enterprise,49,9751,117012,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-dbde43,A-54d94a,17-12-2023,,Pro,27,1323,15876,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-2bbf5c,A-a09355,17-10-2024,,Enterprise,14,2786,33432,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-dfd629,A-7da956,15-06-2024,,Basic,26,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-233c23,A-39b19f,11-05-2024,,Pro,54,2646,31752,FALSE,TRUE,FALSE,FALSE,monthly,FALSE
S-770d98,A-e693b6,19-11-2024,,Enterprise,55,10945,131340,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-972512,A-de24d5,14-12-2024,,Pro,54,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-3965a4,A-8b25f2,08-10-2024,18-10-2024,Basic,47,893,10716,FALSE,FALSE,TRUE,TRUE,annual,TRUE
S-632bba,A-a09355,24-09-2024,,Pro,15,735,8820,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-307e49,A-4c38bc,01-06-2024,,Pro,36,1764,21168,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-b84175,A-bb2f49,26-10-2023,,Pro,9,441,5292,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-83b2ee,A-7c83a1,27-06-2024,04-12-2024,Enterprise,26,5174,62088,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-969aac,A-37f969,14-05-2024,,Enterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-aa5f00,A-241e75,29-09-2024,,Pro,13,637,7644,FALSE,FALSE,TRUE,FALSE,annual,TRUE
S-f7fa56,A-c16cf7,18-10-2024,,Pro,13,637,7644,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-d50f1d,A-08e34e,02-07-2024,,Basic,29,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-5b9267,A-410e86,17-12-2024,,Pro,33,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-199697,A-bcf664,11-11-2024,,Enterprise,7,1393,16716,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-cbe349,A-e89151,16-02-2024,23-04-2024,Enterprise,8,1592,19104,FALSE,TRUE,FALSE,TRUE,annual,FALSE
S-2b4a26,A-66224b,20-11-2024,,Basic,92,0,0,TRUE,FALSE,FALSE,FALSE,annual,FALSE
S-704195,A-dfbd31,29-04-2024,,Basic,14,266,3192,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-4dae4c,A-158f4e,19-12-2023,,Pro,61,2989,35868,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-d425c9,A-e4144b,11-11-2024,,Enterprise,41,8159,97908,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-078e94,A-3a7284,28-11-2024,,Enterprise,31,6169,74028,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-f869a0,A-726cfa,29-02-2024,,Basic,24,456,5472,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-b57a5e,A-17939a,30-12-2024,,Basic,20,380,4560,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-a66766,A-9f9299,09-03-2024,,Basic,28,532,6384,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-13a013,A-8bde0c,19-12-2024,,Basic,23,437,5244,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-813cdc,A-39b19f,04-07-2023,,Pro,20,980,11760,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-b6e15a,A-67be94,17-09-2023,18-02-2024,Enterprise,37,7363,88356,FALSE,FALSE,FALSE,TRUE,monthly,FALSE
S-db3856,A-ccabf0,18-11-2023,,Pro,21,1029,12348,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-dbc4d5,A-751c58,24-08-2024,,Pro,15,735,8820,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-eabdce,A-9208f0,15-05-2023,,Enterprise,14,2786,33432,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-19029a,A-712f1c,11-12-2024,,Pro,17,833,9996,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-05be05,A-e7beab,16-03-2024,30-05-2024,Enterprise,5,995,11940,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-222167,A-c1e51e,29-12-2024,31-12-2024,Basic,41,779,9348,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-a68d25,A-31ab9a,23-03-2024,,Basic,15,285,3420,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-4305f1,A-afa505,08-01-2024,,Pro,70,3430,41160,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-95cc5a,A-9bfc9f,14-03-2024,,Basic,53,1007,12084,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-0b7de7,A-eb7fac,03-09-2024,,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-f5888c,A-4e631b,10-12-2024,,Basic,22,418,5016,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-28489e,A-fd7ad3,02-11-2024,,Basic,12,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-98dd7d,A-e6afc1,24-05-2023,,Enterprise,51,10149,121788,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-b10cfa,A-503d5a,28-06-2024,,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-3199cf,A-068fc6,20-07-2024,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-61d573,A-0dbdc6,24-04-2024,,Pro,30,1470,17640,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-2dbf26,A-dfbd31,10-12-2023,,Pro,14,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-eae773,A-88c6ca,03-12-2024,,Pro,11,539,6468,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-18b808,A-425e76,13-08-2024,,Enterprise,9,1791,21492,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-d90f0a,A-e19ff6,23-10-2024,,Pro,26,1274,15288,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-82be96,A-7920cc,29-11-2024,,Pro,39,1911,22932,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-7bd2d7,A-9b9fe9,28-11-2024,,Enterprise,50,9950,119400,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-5f3359,A-9174e0,10-12-2024,,Pro,37,1813,21756,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-9d7c19,A-82d8a6,31-12-2024,31-12-2024,Pro,5,245,2940,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-2bc644,A-2d4502,30-04-2024,,Pro,8,392,4704,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-ec8b34,A-de58ca,09-10-2023,,Enterprise,62,12338,148056,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-1d2d00,A-a7bd4b,18-09-2024,13-10-2024,Basic,9,171,2052,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-9a44ec,A-bf7919,21-12-2024,29-12-2024,Pro,15,735,8820,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-6c109f,A-c42f1f,13-10-2024,,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-f99f9e,A-dbc825,19-10-2024,17-12-2024,Enterprise,55,10945,131340,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-9dda85,A-462d45,16-01-2024,29-05-2024,Basic,89,1691,20292,FALSE,FALSE,FALSE,TRUE,annual,FALSE
S-94009b,A-9f0b68,08-10-2024,,Enterprise,10,1990,23880,FALSE,FALSE,TRUE,FALSE,annual,TRUE
S-834097,A-9badbd,03-12-2024,,Enterprise,5,995,11940,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-61efc1,A-05d3b3,27-11-2023,,Pro,9,0,0,TRUE,FALSE,FALSE,FALSE,monthly,FALSE
S-d1527e,A-956988,07-12-2024,,Pro,26,1274,15288,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-caec41,A-55f257,24-01-2024,,Enterprise,23,4577,54924,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-921dc3,A-a865bd,22-05-2024,,Enterprise,38,7562,90744,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-038f6f,A-82d8a6,14-12-2024,29-12-2024,Enterprise,10,0,0,TRUE,TRUE,FALSE,TRUE,monthly,TRUE
S-93dc0e,A-8e47ca,03-11-2024,09-12-2024,Enterprise,25,4975,59700,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-10702d,A-59f724,14-03-2024,,Basic,3,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-737a28,A-a1bbb6,26-02-2024,,Pro,8,392,4704,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-e77b1e,A-296d7c,30-01-2024,,Basic,6,114,1368,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-d841e4,A-a1b80b,28-06-2024,,Enterprise,16,3184,38208,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-c6dc67,A-9f2731,10-11-2024,,Pro,33,1617,19404,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-aaf1d0,A-fd9422,12-07-2024,,Enterprise,58,0,0,TRUE,FALSE,FALSE,FALSE,monthly,FALSE
S-e77144,A-49b828,09-08-2023,,Enterprise,25,4975,59700,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-9b8504,A-c37cab,19-10-2024,,Pro,13,637,7644,FALSE,FALSE,TRUE,FALSE,annual,TRUE
S-504683,A-bbc346,24-11-2024,,Enterprise,19,3781,45372,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-f3138f,A-3b5cd1,11-06-2024,,Enterprise,55,0,0,TRUE,TRUE,FALSE,FALSE,annual,TRUE
S-73688c,A-d535f6,21-09-2024,,Basic,12,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-6e5a3d,A-bb1486,23-11-2024,,Pro,41,2009,24108,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-af6f53,A-410e86,01-12-2024,,Basic,24,456,5472,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-134753,A-e83938,08-02-2024,,Enterprise,16,3184,38208,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-3503b4,A-58b9ff,18-07-2024,,Enterprise,2,398,4776,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-81e9f1,A-05d3b3,10-09-2024,,Basic,9,171,2052,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-31e347,A-cb6cc6,15-08-2023,,Basic,14,266,3192,FALSE,TRUE,FALSE,FALSE,annual,FALSE
S-102ebf,A-e60f9d,13-11-2024,,Enterprise,29,5771,69252,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-a06b03,A-9b9fe9,19-11-2024,,Pro,68,3332,39984,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-c14b9d,A-91e948,06-12-2023,,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-a5cf6d,A-e51ec7,27-11-2023,,Enterprise,25,4975,59700,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-6d96c9,A-a33200,14-10-2024,,Pro,29,1421,17052,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-d81959,A-039727,10-11-2024,,Basic,25,475,5700,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-c77f0c,A-034368,29-11-2024,,Basic,29,551,6612,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-6eb56d,A-10b8da,14-09-2024,,Pro,34,1666,19992,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-b1dce0,A-fd7ad3,07-11-2024,,Basic,12,228,2736,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-a07c46,A-e693b6,23-09-2023,15-10-2023,Pro,55,2695,32340,FALSE,TRUE,FALSE,TRUE,monthly,TRUE
S-df91b0,A-ba6516,04-10-2024,,Basic,27,513,6156,FALSE,FALSE,TRUE,FALSE,monthly,FALSE
S-f16bb2,A-0f6450,27-12-2024,,Enterprise,28,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-94cf13,A-8adedc,23-05-2024,,Basic,5,95,1140,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-f9df40,A-956988,05-12-2024,,Basic,70,1330,15960,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-f366b3,A-ac85cd,26-12-2024,,Pro,85,4165,49980,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-c38acd,A-726cfa,24-11-2024,,Enterprise,31,6169,74028,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-0d93fe,A-993085,09-08-2023,,Basic,31,589,7068,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-8d8dd0,A-902ef7,30-09-2024,,Enterprise,83,16517,198204,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-9395a2,A-0e966d,05-09-2024,,Basic,11,209,2508,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-b1c57d,A-712533,09-11-2023,,Basic,18,342,4104,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-f039f9,A-7a0d69,10-12-2024,,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-76b43f,A-b48f73,26-12-2024,,Basic,80,1520,18240,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-27552b,A-1d5444,17-07-2024,,Pro,24,1176,14112,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-5bf2e5,A-484819,31-07-2024,,Basic,22,418,5016,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-0c56e1,A-6f8ad2,27-09-2024,,Basic,29,551,6612,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-47985c,A-1b707d,27-12-2024,,Basic,2,0,0,TRUE,FALSE,FALSE,FALSE,annual,FALSE
S-43b137,A-756192,14-06-2024,,Enterprise,39,7761,93132,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-8d2824,A-417d2f,14-08-2023,,Basic,37,703,8436,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-2186ea,A-dbc825,06-03-2024,,Pro,19,931,11172,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-2f8d64,A-ab438f,28-11-2024,,Enterprise,13,2587,31044,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-7501c9,A-94c3cd,23-11-2024,,Pro,32,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-718bf5,A-5a3eb9,15-03-2024,,Pro,18,882,10584,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-96e431,A-8b25f2,23-03-2024,,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-084f4a,A-faa28c,05-02-2024,13-10-2024,Enterprise,48,9552,114624,FALSE,FALSE,FALSE,TRUE,monthly,FALSE
S-fc8f09,A-68f37c,05-10-2024,,Enterprise,4,796,9552,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-5abbac,A-94d3da,26-09-2023,,Pro,41,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-5aff5f,A-d82ef9,30-11-2024,,Basic,26,494,5928,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-43cd30,A-8145a0,01-05-2024,,Basic,37,0,0,TRUE,TRUE,FALSE,FALSE,annual,FALSE
S-339fce,A-e888d1,26-11-2024,,Pro,14,686,8232,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-9dcfb5,A-7d514c,07-09-2024,,Enterprise,17,3383,40596,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-2fd650,A-019782,04-12-2024,,Enterprise,15,0,0,TRUE,FALSE,FALSE,FALSE,annual,FALSE
S-50a388,A-089363,18-06-2024,,Pro,34,0,0,TRUE,TRUE,FALSE,FALSE,annual,TRUE
S-1fd72a,A-09316c,27-11-2024,,Pro,70,3430,41160,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-40cbc0,A-474ad4,18-04-2024,,Basic,8,152,1824,FALSE,FALSE,FALSE,FALSE,annual,TRUE
