usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-d1fb2f,S-778c7e,06-02-2024,feature_20,11,5885,1,FALSE
U-c42773,S-bc66af,04-09-2023,feature_10,11,385,0,FALSE
U-dafe49,S-585d4c,29-04-2024,feature_24,11,5962,1,FALSE
U-17b10f,S-ce90ba,05-01-2023,feature_33,4,1208,0,FALSE
U-c8ab2b,S-d19797,12-06-2023,feature_27,7,4053,0,FALSE
U-bae1c9,S-30bb47,03-11-2024,feature_17,12,3744,0,FALSE
U-627e48,S-40e528,16-03-2024,feature_39,7,2450,0,FALSE
U-b816f4,S-694277,02-02-2023,feature_23,10,290,0,FALSE
U-1adf67,S-21b68e,23-11-2023,feature_4,13,4862,0,FALSE
U-a7fb79,S-cb8a5c,02-09-2024,feature_12,7,3843,0,FALSE
U-582c81,S-8a7e47,15-02-2024,feature_30,7,1218,0,FALSE
U-1e1c5c,S-dabcd2,22-02-2023,feature_30,7,1442,0,TRUE
U-979c8a,S-9e7060,26-06-2023,feature_39,10,2050,0,FALSE
U-a5ac31,S-b3613a,16-02-2023,feature_30,14,6468,0,FALSE
U-06eadf,S-c3472f,16-05-2024,feature_10,13,4251,1,FALSE
U-9c30c5,S-bb47b9,12-10-2024,feature_23,10,90,0,FALSE
U-2f512b,S-98126d,29-07-2024,feature_2,10,690,0,FALSE
U-2a17ff,S-a4d69d,22-05-2023,feature_22,8,4616,1,FALSE
U-c05167,S-58ccb4,23-04-2023,feature_23,4,176,4,FALSE
U-24f7ac,S-c51ab8,06-12-2024,feature_1,11,3432,0,FALSE
U-4bafa5,S-363c29,24-01-2023,feature_12,11,6380,0,FALSE
U-62d7cf,S-195f9b,16-11-2023,feature_14,7,2492,0,FALSE
U-0f1eb8,S-270e94,08-03-2023,feature_9,10,4800,0,FALSE
U-a49678,S-d75e1f,29-09-2023,feature_15,11,2574,0,FALSE
U-00b0c6,S-50c6f5,27-09-2024,feature_22,14,2758,0,FALSE
U-2f9f90,S-871e83,13-04-2023,feature_8,11,1650,0,FALSE
U-6d8964,S-74a274,03-11-2024,feature_23,12,7128,2,FALSE
U-1272bb,S-ceaca8,09-10-2023,feature_11,11,4565,0,FALSE
U-043293,S-aea1bf,09-07-2023,feature_30,8,2200,0,FALSE
U-8b4c53,S-b35b20,18-07-2024,feature_28,10,3940,1,FALSE
U-265229,S-39b850,14-11-2024,feature_23,11,1298,1,FALSE
U-6f4e83,S-94cfff,20-06-2024,feature_24,5,2560,0,FALSE
U-301c8a,S-612bfb,25-06-2024,feature_13,10,5720,0,FALSE
U-354577,S-a3ab14,23-12-2023,feature_19,10,3550,0,FALSE
U-28eb72,S-dfa4c8,23-09-2023,feature_28,14,644,3,FALSE
U-811ed8,S-65ec6b,02-10-2024,feature_6,9,2178,0,FALSE
U-5d6814,S-16dc40,07-04-2023,feature_6,15,7395,0,FALSE
U-0e4a7a,S-369495,19-12-2023,feature_23,12,3900,0,FALSE
U-3b1eb1,S-606d6d,06-12-2024,feature_30,11,407,2,FALSE
U-6475de,S-003647,19-05-2023,feature_31,9,1755,0,FALSE
U-c2dd4c,S-d604ec,21-04-2023,feature_27,12,5652,0,FALSE
U-f47ec1,S-02b3a1,11-09-2023,feature_29,10,2610,0,FALSE
U-b44b7f,S-61cc6f,08-04-2023,feature_9,13,1209,1,FALSE
U-cacf30,S-7d8dde,02-05-2024,feature_24,10,4380,0,FALSE
U-c8293c,S-c14b9d,11-03-2024,feature_17,7,756,2,FALSE
U-9a4d8b,S-639d60,10-03-2024,feature_2,13,6903,0,FALSE
U-bd6812,S-21bd25,22-06-2024,feature_8,8,4224,0,FALSE
U-afc28e,S-a3dc1e,06-02-2024,feature_11,11,209,0,FALSE
U-a0daa7,S-ff5ff8,28-09-2024,feature_4,13,5707,0,FALSE
U-15784a,S-bb84b1,28-08-2023,feature_6,12,5352,0,FALSE
U-04e44c,S-e768c6,21-01-2023,feature_16,7,2443,0,FALSE
U-aae6bb,S-34553e,22-03-2024,feature_32,11,715,0,FALSE
U-2be18d,S-e2fd71,10-12-2023,feature_3,12,4104,0,FALSE
U-15db3b,S-59d90a,06-07-2024,feature_10,10,1330,0,FALSE
U-f1e610,S-b362a5,27-03-2024,feature_15,9,963,0,FALSE
U-817b65,S-26191b,09-08-2023,feature_18,9,2151,0,FALSE
U-5a2bd0,S-b9c6ce,23-07-2024,feature_34,9,396,0,FALSE
U-12ab32,S-5178de,29-05-2024,feature_23,8,776,0,FALSE
U-63ae54,S-f6e116,27-10-2024,feature_10,6,378,0,FALSE
U-d9b8b8,S-5639de,14-01-2024,feature_39,8,2024,0,FALSE
U-51ad7d,S-ed55d2,01-11-2023,feature_24,13,676,0,FALSE
U-86406f,S-ff109c,20-07-2024,feature_12,10,2480,0,FALSE
U-5a35f9,S-7ce677,10-09-2023,feature_17,7,980,0,FALSE
U-12872b,S-ea9f08,06-01-2024,feature_24,17,7769,2,FALSE
U-2bb969,S-18565e,22-04-2024,feature_12,8,560,0,FALSE
U-5b1aa4,S-58a152,06-12-2023,feature_19,7,203,0,FALSE
U-fb2cf9,S-7b3464,05-10-2024,feature_17,8,1624,0,FALSE
U-af8d46,S-b21a0b,17-06-2024,feature_13,7,2177,0,FALSE
U-1bc294,S-9fc9f5,22-03-2024,feature_40,6,2316,0,FALSE
U-919e84,S-8b0498,28-03-2023,feature_3,6,990,0,FALSE
U-37055e,S-d9e0d1,10-05-2024,feature_31,11,1386,0,FALSE
U-ee7de6,S-7f7e38,25-11-2023,feature_2,8,3376,0,FALSE
U-d2ed14,S-a82639,30-11-2024,feature_38,14,1708,4,FALSE
U-2d8571,S-5c3f50,11-09-2024,feature_9,10,4040,0,FALSE
U-680cf6,S-6522e4,07-03-2023,feature_29,8,1784,0,FALSE
U-dfd59b,S-2dbf26,05-06-2024,feature_8,18,7956,0,FALSE
U-eacdb4,S-334ceb,02-12-2024,feature_40,12,1080,5,FALSE
U-2efc31,S-44fba6,30-05-2024,feature_32,9,2151,1,TRUE
U-356951,S-1acdd2,10-06-2023,feature_7,6,3408,0,FALSE
U-5259d7,S-09251c,11-02-2024,feature_37,7,574,0,FALSE
U-0605b3,S-8b9deb,29-03-2024,feature_14,13,6188,1,FALSE
U-0f9811,S-056775,10-05-2024,feature_8,13,416,0,FALSE
U-433635,S-f030d4,21-05-2023,feature_37,5,2655,0,FALSE
U-999413,S-9fa49b,14-05-2024,feature_1,10,4570,2,TRUE
U-76a7ba,S-27e42e,21-12-2023,feature_39,15,1305,0,FALSE
U-eb46c0,S-e44044,21-07-2023,feature_4,8,2120,0,FALSE
U-f1447e,S-78f738,22-11-2023,feature_4,10,150,2,FALSE
U-be8d02,S-2dbf11,07-01-2023,feature_9,14,5474,1,FALSE
U-ce4cd0,S-b7482e,07-09-2023,feature_36,12,6132,0,FALSE
U-48554c,S-448b6d,19-09-2024,feature_3,10,2230,0,FALSE
U-cd9ae0,S-38a5fb,15-10-2024,feature_23,12,732,1,FALSE
U-461d20,S-2f8d64,31-08-2024,feature_21,3,1560,0,FALSE
U-e674ac,S-cce34b,08-04-2024,feature_26,11,583,0,FALSE
U-2f5e4f,S-a36a36,26-10-2024,feature_4,14,3962,0,FALSE
U-c97166,S-2923fc,11-09-2024,feature_14,11,3124,0,FALSE
U-d124e7,S-041534,02-12-2024,feature_30,4,1444,0,FALSE
U-53af97,S-b57dcd,02-10-2024,feature_5,10,5540,1,FALSE
U-b777e2,S-1f4db5,03-09-2023,feature_28,12,6708,0,TRUE
U-252c25,S-29ccb8,09-04-2023,feature_3,11,902,4,FALSE
U-4f83ab,S-998ec2,16-07-2024,feature_9,13,6006,2,FALSE
U-36593d,S-377ced,15-03-2023,feature_4,8,2608,4,FALSE
U-ae792b,S-7da02b,07-09-2023,feature_16,9,2628,0,TRUE
U-526caf,S-c0820a,03-03-2023,feature_7,13,7319,2,FALSE
U-6383c6,S-7de656,13-06-2023,feature_10,8,56,2,FALSE
U-a7beb7,S-579a24,29-08-2023,feature_35,8,4520,0,FALSE
U-4c2d9f,S-f039f9,06-01-2024,feature_16,9,1638,0,FALSE
U-9097a4,S-b15cde,17-07-2024,feature_13,9,747,1,FALSE
U-2c01c9,S-f30a79,19-06-2024,feature_8,8,3400,0,FALSE
U-46623b,S-3e5a20,01-03-2024,feature_1,7,1736,2,FALSE
U-f6710f,S-3bb329,01-08-2024,feature_6,10,4950,2,FALSE
U-a3b42f,S-461334,25-01-2024,feature_39,15,255,0,FALSE
U-b69125,S-d83789,06-06-2024,feature_38,13,4134,0,FALSE
U-c5f109,S-1c2a4a,14-03-2024,feature_31,11,2123,2,FALSE
U-0c317d,S-e23fd8,13-02-2023,feature_2,12,4404,0,FALSE
U-d296c9,S-2f8dbb,24-03-2023,feature_17,14,1498,0,FALSE
U-48c358,S-e27a20,30-04-2024,feature_1,9,4248,3,FALSE
U-cfcf06,S-084e4f,20-03-2024,feature_16,6,1680,0,FALSE
U-9ac0c7,S-c92850,09-01-2024,feature_2,9,4950,0,FALSE
U-0280a1,S-101401,25-11-2023,feature_7,5,945,2,FALSE
U-2aedbb,S-9210e7,14-04-2024,feature_1,8,4368,1,FALSE
U-6f5e88,S-128f55,24-03-2023,feature_8,4,348,0,TRUE
U-330ef5,S-2245c0,20-10-2024,feature_20,15,5625,1,FALSE
U-34b493,S-951053,08-01-2024,feature_27,9,4392,1,FALSE
U-85e76d,S-150c71,23-09-2024,feature_26,4,1428,0,FALSE
U-0bfc5f,S-1b373c,03-02-2024,feature_8,9,1755,0,FALSE
U-dbea2a,S-a53e06,14-03-2024,feature_32,18,1530,0,FALSE
U-fdd0a3,S-20d02a,25-03-2024,feature_29,7,868,0,FALSE
U-ece46b,S-31d765,27-05-2024,feature_27,5,745,0,FALSE
U-a4935a,S-ed2593,04-09-2023,feature_38,11,4037,0,FALSE
U-b0efd8,S-54ac93,20-04-2023,feature_9,10,4160,0,FALSE
U-f7fde8,S-289702,27-03-2024,feature_35,8,1832,0,FALSE
U-b445f2,S-851bbe,17-01-2024,feature_24,11,5621,0,FALSE
U-596f38,S-d29830,14-04-2024,feature_7,11,2255,1,TRUE
U-6f8b49,S-264c8a,21-06-2024,feature_31,11,3278,1,FALSE
U-406081,S-dc90ef,19-06-2023,feature_9,9,2043,0,FALSE
U-801e18,S-18f498,14-11-2024,feature_25,4,300,1,TRUE
U-388e81,S-fc4ac6,01-11-2023,feature_26,10,3950,0,FALSE
U-282352,S-155e15,21-05-2024,feature_28,10,2140,0,FALSE
U-695a2a,S-30bb47,01-01-2023,feature_19,14,1652,0,FALSE
U-396c9e,S-54d2a3,13-04-2024,feature_27,5,520,2,TRUE
U-e7d368,S-fa2170,28-06-2023,feature_7,8,3104,4,FALSE
U-a713c5,S-b11225,30-10-2023,feature_33,13,3081,0,FALSE
U-56dba0,S-275d57,07-09-2024,feature_26,10,5490,3,TRUE
U-3cfb85,S-24ecbf,01-08-2023,feature_27,12,3276,1,TRUE
U-98c06f,S-bf4ec8,28-01-2023,feature_17,10,4020,0,FALSE
U-6f5887,S-bc66af,22-01-2024,feature_35,7,4081,0,FALSE
U-03eebd,S-9f479f,30-08-2024,feature_33,10,4990,1,FALSE
U-764bd0,S-11e29d,10-08-2023,feature_25,9,5121,1,FALSE
U-f72d6f,S-d88b25,25-08-2023,feature_1,9,297,0,FALSE
U-d1c0b2,S-73d0eb,08-07-2024,feature_15,10,5030,1,FALSE
U-2b5edb,S-f6a70a,18-10-2024,feature_15,13,5408,0,FALSE
U-2c8f65,S-270e94,07-12-2024,feature_6,6,2142,2,FALSE
U-d3f62c,S-522a6f,05-07-2023,feature_10,8,968,0,FALSE
U-00fcc3,S-a07c46,09-05-2024,feature_4,9,3573,0,FALSE
U-4bfa9d,S-9bb9da,04-09-2024,feature_15,13,3783,0,FALSE
U-8bdff6,S-a37653,14-02-2023,feature_17,9,504,1,FALSE
U-1b6f81,S-e477e9,03-12-2024,feature_10,13,7761,0,FALSE
U-e70b98,S-195f9b,25-03-2023,feature_35,14,6538,0,FALSE
U-d76192,S-718bf5,12-05-2023,feature_33,8,1320,0,TRUE
U-be4d51,S-1319ac,06-05-2024,feature_8,13,6968,2,FALSE
U-9107b7,S-33deb8,21-01-2023,feature_6,16,8864,3,FALSE
U-c64ff9,S-084e4f,02-04-2024,feature_38,9,3735,1,FALSE
U-28bfa6,S-6587d8,06-05-2024,feature_22,12,5556,1,FALSE
U-dbcbc6,S-befdf1,19-09-2024,feature_34,9,2367,0,FALSE
U-eb3bf3,S-522a6f,03-05-2024,feature_19,9,5400,0,FALSE
U-5762c4,S-2c52b6,01-10-2024,feature_39,10,630,0,FALSE
U-0d42cf,S-d96652,15-06-2023,feature_9,6,684,3,FALSE
U-b5f769,S-2e4018,08-05-2023,feature_8,13,3770,0,FALSE
U-642f55,S-b8a3b6,24-02-2024,feature_22,17,7344,0,FALSE
U-985385,S-26836c,13-06-2024,feature_7,10,5710,0,FALSE
U-fc51ef,S-15a897,09-11-2024,feature_7,16,224,0,FALSE
U-a9d0c8,S-ca6962,20-03-2023,feature_32,10,2210,0,FALSE
U-e40eb0,S-3c0075,21-02-2024,feature_16,16,1616,0,FALSE
U-f3ac88,S-23ae3c,24-07-2023,feature_7,10,1770,0,FALSE
U-5902a3,S-e8f8c0,17-04-2024,feature_24,6,2190,0,FALSE
U-da4591,S-6bdda7,02-07-2023,feature_27,7,770,0,TRUE
U-d5d073,S-3803ff,03-09-2024,feature_20,11,4675,0,FALSE
U-a54a5c,S-1fabe5,14-05-2024,feature_36,8,4192,0,FALSE
U-392198,S-de5d6e,01-04-2023,feature_37,4,884,0,FALSE
U-c3e52b,S-5ea66d,07-12-2024,feature_38,15,8985,1,FALSE
U-173dcb,S-d9e0d1,24-02-2023,feature_26,14,7672,0,TRUE
U-f73a93,S-a06b03,15-12-2024,feature_4,13,1573,0,FALSE
U-a2b187,S-aef80b,20-10-2024,feature_1,13,6708,0,FALSE
U-4e58d6,S-f6cd70,12-03-2024,feature_32,6,2166,2,FALSE
U-d75437,S-491216,30-11-2024,feature_11,13,1586,1,FALSE
U-5ec8e9,S-af4e84,16-08-2023,feature_13,6,2616,0,TRUE
U-ab23d3,S-665df9,05-09-2023,feature_5,6,2916,0,TRUE
U-49d9ec,S-07976e,04-12-2023,feature_18,13,7761,0,FALSE
U-9cce50,S-534c28,16-02-2023,feature_20,12,744,0,FALSE
U-76b5b9,S-276555,02-05-2024,feature_11,6,2220,0,FALSE
U-f709d8,S-3110d9,16-01-2024,feature_34,11,3795,0,FALSE
U-a28917,S-5d532c,19-08-2023,feature_22,9,3924,1,FALSE
U-8fe589,S-a67bb7,27-11-2024,feature_39,7,3962,0,FALSE
U-b53a84,S-9a6596,06-06-2023,feature_31,9,2610,0,TRUE
U-d816be,S-01ae7f,10-09-2024,feature_10,11,1683,0,FALSE
U-947c57,S-8b9deb,17-12-2023,feature_7,7,3171,0,FALSE
U-23505f,S-f9cb2b,13-03-2023,feature_39,13,2509,0,FALSE
U-1ad1e0,S-a61485,25-07-2024,feature_5,7,1855,0,FALSE
U-9d4ed3,S-ad32a8,07-03-2024,feature_12,13,1469,0,FALSE
U-e82e91,S-de9b4b,24-12-2024,feature_13,8,3360,0,FALSE
U-80733c,S-518472,05-05-2023,feature_35,11,4499,0,FALSE
U-43e461,S-7f94c2,08-08-2024,feature_39,10,2720,2,FALSE
U-930f7e,S-aea1bf,22-09-2023,feature_7,5,1085,4,FALSE
U-a36feb,S-2f07f6,15-09-2023,feature_21,10,2440,0,FALSE
U-2b8447,S-ec690c,18-11-2023,feature_25,8,1816,0,FALSE
U-5cec6a,S-85ba19,09-09-2024,feature_16,13,169,0,FALSE
U-71401f,S-cfedb3,04-09-2024,feature_26,10,5380,0,FALSE
U-76fc5c,S-ab212b,28-09-2024,feature_3,6,2658,0,FALSE
U-62f8a7,S-8966c9,07-01-2024,feature_38,11,6116,1,FALSE
U-d20635,S-559e85,19-05-2023,feature_18,5,185,2,FALSE
U-a5d29a,S-af1def,17-09-2024,feature_39,7,1295,2,FALSE
U-497528,S-da0fb6,16-04-2024,feature_31,13,2561,0,FALSE
U-dde36f,S-947b62,28-10-2024,feature_6,6,2598,0,FALSE
U-aee7b5,S-09cb75,04-06-2024,feature_5,10,730,0,FALSE
U-7ac772,S-34f8ad,09-08-2023,feature_40,11,5346,1,TRUE
U-5270c9,S-207046,15-03-2024,feature_29,7,238,0,FALSE
U-0690a8,S-1526b7,10-12-2024,feature_9,8,1024,0,TRUE
U-adb403,S-410fd5,03-11-2024,feature_15,12,3660,3,TRUE
U-354b07,S-9c2b8e,24-12-2024,feature_12,10,3170,2,FALSE
U-b61493,S-c51ab8,28-10-2024,feature_11,8,1432,2,FALSE
U-08aba0,S-444c6a,07-04-2023,feature_40,6,3252,0,TRUE
U-01cafd,S-2dc99d,04-03-2023,feature_27,8,2048,1,FALSE
U-b98135,S-404ecd,29-08-2023,feature_28,7,2275,0,FALSE
U-3ded21,S-5178de,15-01-2023,feature_7,5,2810,0,TRUE
U-0d1ed9,S-0509b8,26-10-2024,feature_20,9,2718,1,FALSE
U-7ddb42,S-29a901,22-06-2023,feature_19,6,3426,0,FALSE
U-f88047,S-9b8421,09-06-2023,feature_2,13,2158,0,FALSE
U-35ea54,S-f95951,08-09-2023,feature_24,11,132,3,FALSE
U-95c7a1,S-10bf4d,12-11-2023,feature_29,12,5112,0,FALSE
U-0e75f6,S-aa7247,19-12-2024,feature_6,9,1125,0,FALSE
U-157c64,S-a916c8,12-03-2024,feature_5,8,2792,2,FALSE
U-7f84d8,S-fcc241,08-10-2023,feature_1,16,9504,0,FALSE
U-af11df,S-1f149a,16-04-2023,feature_20,9,4599,0,FALSE
U-8ae788,S-41cf50,17-07-2023,feature_40,6,3342,0,FALSE
U-6f8286,S-add03a,17-07-2023,feature_30,10,440,0,FALSE
U-a9f02a,S-3fa87d,15-11-2023,feature_9,9,2808,0,FALSE
U-e1988b,S-f09511,06-04-2023,feature_40,10,620,0,FALSE
U-865b38,S-7bf6d8,03-07-2023,feature_25,9,738,1,TRUE
U-e289c8,S-51924b,28-01-2023,feature_13,7,2310,0,FALSE
U-fa4b04,S-f429e0,24-11-2023,feature_40,12,3336,0,FALSE
U-19569a,S-70c369,14-08-2024,feature_38,11,2024,2,FALSE
U-b663d1,S-5fffe8,11-10-2024,feature_12,7,1764,0,TRUE
U-a13cdd,S-a3cbd4,27-01-2024,feature_25,10,4480,0,FALSE
U-90ec4a,S-302119,10-11-2024,feature_28,5,910,0,FALSE
U-44bed8,S-f16bb2,06-08-2024,feature_23,10,2440,0,TRUE
U-70a3c7,S-3a6a71,04-07-2024,feature_25,8,800,0,TRUE
U-8fa601,S-9f8593,14-09-2023,feature_6,10,710,0,TRUE
U-729672,S-1ff580,16-07-2023,feature_39,5,105,0,FALSE
U-bc77d6,S-ac6f24,09-11-2023,feature_9,6,1752,2,FALSE
U-fba81c,S-a3e1e3,29-10-2023,feature_1,17,6664,0,FALSE
U-dfd37a,S-00837c,20-11-2024,feature_12,8,4232,1,TRUE
U-dadbda,S-6d09f2,04-10-2023,feature_27,6,1200,2,FALSE
U-94fa49,S-e6b35a,04-11-2023,feature_34,14,7784,0,FALSE
U-774fdd,S-4a0cb3,24-08-2023,feature_16,10,2680,0,FALSE
U-be6756,S-a80511,28-04-2024,feature_24,8,872,0,FALSE
U-57de98,S-47b86b,26-01-2024,feature_28,11,2915,0,FALSE
U-002438,S-518472,03-06-2024,feature_28,4,1500,0,FALSE
U-424400,S-b520e9,29-06-2023,feature_19,11,2860,0,FALSE
U-dd5d67,S-f52fd6,30-06-2023,feature_25,6,846,4,TRUE
U-4941de,S-a0e1dc,04-12-2023,feature_22,6,156,0,FALSE
U-180066,S-83dc0a,03-10-2023,feature_14,7,2471,0,FALSE
U-57ac73,S-3edc14,14-08-2024,feature_23,10,1720,0,FALSE
U-746b8c,S-66106d,10-10-2024,feature_34,12,4644,0,FALSE
U-707c8d,S-aef0c5,06-10-2023,feature_31,10,130,0,FALSE
U-72eb4e,S-9fc9f5,05-08-2024,feature_28,12,5244,1,FALSE
U-61da66,S-812c7c,01-12-2023,feature_14,9,3015,0,FALSE
U-4f9a1c,S-10bf4d,09-04-2023,feature_31,7,2933,0,FALSE
U-ec8ab4,S-14a95a,15-02-2023,feature_17,11,5203,0,FALSE
U-1b9e63,S-7a2991,16-07-2024,feature_34,9,1899,0,FALSE
U-5f9ada,S-bb1cf1,08-02-2023,feature_38,7,2471,3,FALSE
U-18ce7e,S-fd2307,20-05-2023,feature_36,10,5250,0,FALSE
U-f09605,S-56c23b,06-08-2023,feature_18,10,2960,2,TRUE
U-b985db,S-2ff628,13-11-2024,feature_25,11,5863,1,FALSE
U-74a4ad,S-b998a9,16-03-2024,feature_29,14,7784,0,FALSE
U-a3060a,S-1c06f3,22-09-2023,feature_30,8,168,2,FALSE
U-9c9008,S-a707da,18-12-2024,feature_7,7,3311,0,FALSE
U-f3299f,S-65ae02,19-03-2024,feature_38,7,399,0,FALSE
U-f588a9,S-b21a0b,25-09-2023,feature_40,15,6825,0,FALSE
U-f7d463,S-dccf50,24-03-2023,feature_2,7,1575,0,TRUE
U-e06ecd,S-71466f,24-09-2023,feature_29,9,990,2,FALSE
U-605ca6,S-37b367,06-02-2024,feature_31,7,2604,0,FALSE
U-d164ac,S-b07043,18-03-2024,feature_21,7,35,0,FALSE
U-fa5d30,S-77c22b,20-03-2023,feature_35,9,4698,0,FALSE
U-b522c4,S-8d3495,21-01-2023,feature_7,8,3184,0,FALSE
U-fa42fe,S-975ee4,09-11-2024,feature_19,13,3536,0,FALSE
U-eb93d5,S-5f4afc,30-11-2024,feature_12,9,1926,3,TRUE
U-21ce54,S-009027,11-12-2024,feature_14,11,4191,0,FALSE
U-49bfe4,S-807f28,12-08-2024,feature_34,8,2720,2,FALSE
U-0bc4c8,S-ffd1ee,12-10-2023,feature_21,9,198,0,FALSE
U-31111c,S-7b3fd3,23-02-2024,feature_27,12,7140,2,FALSE
U-29aa1f,S-71c67c,11-05-2024,feature_22,10,3230,0,FALSE
U-ddd222,S-1bf267,19-05-2023,feature_17,7,1309,5,FALSE
U-a23860,S-0e43ad,21-03-2024,feature_5,7,3409,3,FALSE
U-cfb8b9,S-eea4ae,24-08-2024,feature_11,10,3440,0,FALSE
U-0871a7,S-18b1f9,08-05-2023,feature_20,5,195,0,FALSE
U-5b687e,S-44c5dd,05-12-2023,feature_4,8,2008,0,FALSE
U-e57fc3,S-008cab,28-11-2023,feature_32,13,5759,0,FALSE
U-d7cd6a,S-e60ba0,21-01-2024,feature_20,12,6372,1,FALSE
U-4e7dec,S-d7ccbd,06-10-2024,feature_27,9,2340,0,FALSE
U-cca89b,S-8317da,24-10-2024,feature_19,10,5910,0,TRUE
U-24c385,S-dfaf24,21-02-2024,feature_36,8,464,0,FALSE
U-8647fb,S-61cc6f,20-07-2023,feature_21,11,5819,1,FALSE
U-a0cfb3,S-87db32,15-08-2023,feature_2,11,1001,1,FALSE
U-884269,S-11e29d,23-03-2023,feature_10,8,3632,0,FALSE
U-8fb0a6,S-151b22,14-08-2024,feature_25,11,3806,0,FALSE
U-336816,S-37d13a,17-09-2024,feature_14,10,60,0,FALSE
U-b481dd,S-4b7873,20-10-2024,feature_33,13,4966,0,FALSE
U-5b7d0d,S-b488bc,26-12-2024,feature_32,10,4750,5,FALSE
U-8233a0,S-c52d77,20-06-2024,feature_25,11,5401,0,FALSE
U-185e17,S-5698bd,10-08-2023,feature_25,14,4760,3,FALSE
U-7b30fd,S-6b200f,31-05-2023,feature_4,11,2233,1,TRUE
U-6883ec,S-8d3495,09-08-2023,feature_17,11,3476,0,FALSE
U-ca2e27,S-da4a98,05-08-2023,feature_39,7,1883,0,FALSE
U-66b7fa,S-3872fd,04-06-2024,feature_39,7,2737,0,FALSE
U-018fba,S-1dfa14,27-08-2023,feature_7,9,4995,2,FALSE
U-1772ec,S-f4097a,21-11-2024,feature_10,6,1230,6,FALSE
U-de8938,S-78da0b,15-01-2024,feature_29,13,5668,0,FALSE
U-5fc4ea,S-c9da7a,03-05-2024,feature_4,16,7424,0,TRUE
U-c95e4b,S-0e057d,08-05-2023,feature_29,11,3443,0,FALSE
U-398664,S-c43200,01-01-2024,feature_30,9,4293,0,FALSE
U-59042b,S-1d3af2,27-06-2023,feature_27,20,2880,0,TRUE
U-21388d,S-d8c6a0,08-09-2023,feature_26,8,3680,0,FALSE
U-e98841,S-188518,17-11-2023,feature_3,6,3156,0,FALSE
U-5760a9,S-a10469,11-09-2024,feature_32,13,6656,0,FALSE
U-84ffc5,S-0a5cd7,22-05-2024,feature_24,13,3692,0,TRUE
U-4b23ae,S-f8357e,27-10-2024,feature_16,11,3267,2,FALSE
U-91168a,S-3a694d,30-12-2024,feature_22,7,1022,0,FALSE
U-0cebab,S-daf6aa,29-12-2023,feature_13,13,5993,0,FALSE
U-5b6de8,S-af5ec3,17-09-2023,feature_2,9,2250,0,FALSE
U-cf3a9d,S-53e028,03-02-2024,feature_30,11,4774,0,FALSE
U-27abf9,S-054897,01-05-2024,feature_19,13,390,1,FALSE
U-6094ee,S-3c072b,03-06-2023,feature_2,12,5952,1,FALSE
U-cb08c5,S-3d0e64,23-04-2024,feature_23,10,870,0,FALSE
U-228e66,S-15d2d2,03-09-2024,feature_29,5,1820,2,FALSE
U-f1ddab,S-02b3a1,02-11-2023,feature_6,8,656,2,FALSE
U-950784,S-1e3a06,27-04-2024,feature_14,10,2170,0,FALSE
U-ad4a5c,S-938e4e,28-09-2024,feature_38,5,320,1,FALSE
U-63f190,S-4fd9ba,20-10-2024,feature_3,12,7068,0,TRUE
U-023901,S-90a2c8,04-02-2023,feature_27,5,1930,0,FALSE
U-09aa91,S-7ac9dd,01-01-2024,feature_33,4,632,1,FALSE
U-d0093a,S-4cff80,25-10-2023,feature_17,7,2492,0,FALSE
U-132797,S-4291f7,21-06-2024,feature_22,10,4370,1,TRUE
U-c47a71,S-4d260c,09-09-2023,feature_22,5,945,0,FALSE
U-31f91a,S-4d2011,24-11-2024,feature_9,12,5112,0,FALSE
U-c6aa2a,S-d0af44,02-02-2023,feature_1,14,588,0,FALSE
U-c4b4cb,S-4bfab2,22-04-2024,feature_2,14,8246,0,FALSE
U-d2fb82,S-871e83,13-03-2023,feature_4,13,3328,0,FALSE
U-e16742,S-266ada,21-08-2024,feature_24,6,2616,1,FALSE
U-ddcbdc,S-0f0d3a,22-03-2023,feature_39,2,1036,0,FALSE
U-299ca6,S-9bc272,28-08-2024,feature_26,9,2934,1,FALSE
U-7f72ce,S-f3dd83,30-03-2023,feature_36,8,872,2,FALSE
U-c70ebd,S-5ddf8d,29-05-2024,feature_14,6,2778,0,FALSE
U-2b2de6,S-99aaa4,16-02-2024,feature_28,7,581,1,FALSE
U-3c8b44,S-ad3ef7,10-11-2023,feature_31,6,2784,0,FALSE
U-93c408,S-f971ab,06-04-2023,feature_33,6,2538,0,FALSE
U-3905c5,S-013f5c,13-05-2024,feature_1,12,3504,0,FALSE
U-3c6652,S-4056f6,20-08-2024,feature_27,7,2898,0,FALSE
U-17d836,S-f429e0,14-07-2024,feature_10,11,231,0,FALSE
U-ba26ae,S-43c80c,30-12-2024,feature_9,7,2674,0,TRUE
U-d786bc,S-f65381,18-12-2023,feature_39,5,1940,3,FALSE
U-0ecbcf,S-7de1b7,23-06-2024,feature_40,6,444,0,FALSE
U-55d759,S-060019,18-06-2023,feature_15,14,3388,3,FALSE
U-6c6a41,S-c75159,04-07-2023,feature_37,9,1755,0,FALSE
U-4375e8,S-aadf83,08-03-2024,feature_19,8,176,0,FALSE
U-d906b6,S-df69fe,12-10-2023,feature_31,10,2520,0,FALSE
