churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
C-71ff03,A-f19409,25-05-2023,features,0.,FALSE,TRUE,FALSE,too expensive
C-2a64c7,A-029f69,17-06-2024,budget,0.,FALSE,FALSE,FALSE,
C-5899b9,A-484819,29-06-2023,support,0.,TRUE,FALSE,FALSE,
C-7e5a22,A-6965e1,09-12-2024,features,0.,FALSE,FALSE,FALSE,
C-c3815e,A-6965e1,04-12-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-190a42,A-5fe118,16-12-2024,features,114.86,FALSE,FALSE,FALSE,
C-d2077d,A-cab532,10-07-2024,support,0.,TRUE,FALSE,FALSE,too expensive
C-3b6b00,A-9289f6,24-08-2023,support,17.93,FALSE,FALSE,FALSE,too expensive
C-42ca6e,A-1b9609,02-02-2024,pricing,0.,TRUE,FALSE,FALSE,too expensive
C-d9a1f3,A-118f1c,17-12-2024,budget,0.,FALSE,FALSE,FALSE,
C-217360,A-76fa4d,03-12-2024,pricing,31.49,FALSE,FALSE,FALSE,too expensive
C-aa3075,A-7dacce,27-12-2024,budget,0.,FALSE,FALSE,FALSE,missing features
C-3f2f59,A-a8b49c,17-06-2024,features,0.,FALSE,FALSE,FALSE,missing features
C-4f6e40,A-cb5333,11-08-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-2f95dd,A-f19409,26-03-2023,competitor,0.,FALSE,TRUE,FALSE,switched to competitor
C-38b77f,A-a8d89d,18-01-2024,features,0.,FALSE,FALSE,FALSE,switched to competitor
C-58deed,A-81edc3,16-12-2024,support,0.,FALSE,FALSE,FALSE,too expensive
C-86f8a6,A-ccc747,15-04-2024,budget,0.,FALSE,FALSE,FALSE,switched to competitor
C-5d91cd,A-3f9cc0,09-08-2024,features,0.,FALSE,FALSE,FALSE,
C-bfcee5,A-8e47ca,31-12-2024,support,0.,FALSE,FALSE,FALSE,missing features
C-450414,A-87aa7b,26-12-2024,budget,0.,TRUE,FALSE,FALSE,switched to competitor
C-dd4207,A-f45426,05-08-2024,competitor,47.17,FALSE,FALSE,FALSE,missing features
C-d4c4c6,A-09540c,05-03-2024,unknown,71.44,FALSE,FALSE,FALSE,
C-149fc9,A-e1462e,05-12-2024,competitor,0.,FALSE,FALSE,FALSE,switched to competitor
C-de3fd0,A-19b2c8,16-08-2024,pricing,0.,FALSE,FALSE,FALSE,missing features
C-577ffa,A-10b8f2,04-06-2024,support,0.,TRUE,FALSE,FALSE,too expensive
C-a77075,A-32728c,25-01-2023,pricing,0.,TRUE,FALSE,FALSE,switched to competitor
C-4cdb6f,A-f25509,15-06-2024,pricing,0.,FALSE,FALSE,FALSE,missing features
C-a9e0c4,A-94d3da,12-04-2024,competitor,0.,FALSE,FALSE,FALSE,switched to competitor
C-0f0386,A-751c58,17-09-2024,budget,64.22,FALSE,FALSE,FALSE,switched to competitor
C-3c8ea9,A-7641d3,10-11-2023,support,35.05,TRUE,FALSE,FALSE,missing features
C-66c9fe,A-86902e,07-12-2024,features,0.,FALSE,FALSE,FALSE,
C-533d1c,A-1619f8,19-07-2024,competitor,0.,FALSE,FALSE,FALSE,
C-02719d,A-5247b3,12-10-2024,support,28.84,FALSE,TRUE,FALSE,missing features
C-16ef52,A-9b9fe9,04-09-2024,features,0.,FALSE,FALSE,FALSE,switched to competitor
C-6d80a6,A-02fac6,21-08-2024,support,0.,FALSE,FALSE,FALSE,missing features
C-23d5a9,A-54ecc2,22-09-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-2e9b92,A-855a48,01-08-2024,unknown,7.92,FALSE,FALSE,FALSE,too expensive
C-a8e84b,A-c1dfe1,06-06-2024,features,0.,FALSE,FALSE,FALSE,missing features
C-edb201,A-a7bd4b,15-10-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-92e7a2,A-d535f6,05-10-2024,unknown,0.,TRUE,FALSE,FALSE,missing features
C-990050,A-4f18f0,01-12-2024,features,0.,FALSE,FALSE,FALSE,missing features
C-e49016,A-b7724f,01-09-2024,competitor,111.42,FALSE,FALSE,TRUE,switched to competitor
C-151fb1,A-fd7ad3,19-12-2024,support,0.,TRUE,FALSE,TRUE,missing features
C-9b229e,A-249769,12-06-2024,pricing,0.,FALSE,FALSE,TRUE,too expensive
C-d33672,A-a1b80b,11-07-2024,budget,12.99,FALSE,FALSE,TRUE,switched to competitor
C-f180f4,A-ac14bb,01-10-2024,competitor,0.,FALSE,FALSE,FALSE,too expensive
C-d8d1fd,A-5b1bcd,07-08-2024,competitor,4.45,FALSE,FALSE,FALSE,
C-f918d7,A-202b67,30-03-2024,features,69.59,FALSE,FALSE,FALSE,
C-a77cbf,A-bad8c1,04-10-2023,unknown,0.,FALSE,FALSE,TRUE,too expensive
C-f5dfda,A-2446e3,20-07-2024,competitor,34.87,TRUE,TRUE,TRUE,missing features
C-9b80de,A-533452,01-12-2024,pricing,132.32,FALSE,FALSE,FALSE,missing features
C-515343,A-b54c01,23-10-2024,budget,0.,TRUE,FALSE,FALSE,too expensive
C-da7b0d,A-2ebb4b,04-08-2023,pricing,0.,FALSE,FALSE,FALSE,missing features
C-efed73,A-9123ac,23-10-2024,competitor,0.,TRUE,FALSE,FALSE,missing features
C-8d2855,A-8bde0c,30-12-2024,pricing,0.,FALSE,FALSE,FALSE,
C-992f28,A-f44180,29-04-2023,competitor,38.15,FALSE,FALSE,FALSE,too expensive
C-d47c85,A-c37601,17-12-2024,support,0.,FALSE,FALSE,FALSE,switched to competitor
C-ad8b54,A-a09355,13-09-2024,support,0.,TRUE,FALSE,FALSE,
C-89198d,A-038089,21-10-2024,competitor,0.,FALSE,FALSE,FALSE,
C-f33efc,A-8ed5dd,30-10-2024,support,0.,TRUE,TRUE,FALSE,switched to competitor
C-13ca3a,A-313be3,23-03-2024,features,43.03,FALSE,FALSE,FALSE,too expensive
C-07f6e3,A-e888d1,06-06-2023,budget,0.,FALSE,FALSE,FALSE,too expensive
C-65b589,A-7a0d69,05-12-2024,competitor,0.,FALSE,TRUE,FALSE,switched to competitor
C-ea6df1,A-e51ec7,07-04-2024,budget,0.,FALSE,FALSE,FALSE,switched to competitor
C-f78dc9,A-1619f8,21-09-2024,budget,0.,FALSE,FALSE,FALSE,
C-9d9bff,A-f5641b,17-06-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-9d8799,A-dfbd31,01-01-2024,features,0.,TRUE,FALSE,FALSE,too expensive
C-2fb169,A-0532a9,09-10-2024,pricing,2.4,FALSE,FALSE,FALSE,too expensive
C-3bac11,A-f5641b,20-04-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-49868d,A-309e54,14-12-2024,support,106.67,FALSE,FALSE,FALSE,missing features
C-27770c,A-7988d1,19-06-2024,competitor,16.89,FALSE,FALSE,FALSE,too expensive
C-118bea,A-65aeb5,02-12-2024,budget,0.,TRUE,FALSE,TRUE,missing features
C-cf17ca,A-e08cd3,17-12-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-25c0d2,A-e693b6,10-10-2024,budget,0.,FALSE,TRUE,FALSE,missing features
C-05224a,A-f17767,03-05-2023,pricing,0.,TRUE,FALSE,FALSE,
C-fe7ee4,A-b44e3e,14-04-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-14ac13,A-68f37c,18-12-2024,features,0.,FALSE,FALSE,TRUE,too expensive
C-fa1c87,A-342303,20-03-2024,features,0.,FALSE,FALSE,FALSE,switched to competitor
C-29b7f7,A-8ae05d,30-08-2024,unknown,0.,FALSE,FALSE,FALSE,missing features
C-22b92e,A-32fb14,03-04-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-46580a,A-81edc3,03-03-2024,unknown,0.,FALSE,FALSE,FALSE,missing features
C-ef9abf,A-a33200,07-10-2024,features,21.61,TRUE,FALSE,FALSE,too expensive
C-88a176,A-d922bf,06-12-2024,support,11.13,FALSE,TRUE,FALSE,too expensive
C-681c7b,A-ff3c73,09-05-2024,competitor,2.42,FALSE,FALSE,FALSE,missing features
C-ca1941,A-37f969,03-11-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-7fcce6,A-4bfa33,08-12-2024,unknown,0.,FALSE,FALSE,FALSE,missing features
C-5328d6,A-0b0d6d,31-12-2024,competitor,0.,FALSE,FALSE,FALSE,
C-cd7797,A-a8d89d,26-08-2024,pricing,0.,FALSE,FALSE,FALSE,
C-7f0644,A-ae052e,17-10-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-2d4533,A-117171,22-10-2024,features,102.86,FALSE,FALSE,FALSE,switched to competitor
C-d9410c,A-87aa7b,19-06-2024,pricing,136.,FALSE,TRUE,FALSE,missing features
C-75fdd6,A-0f7d77,09-11-2024,competitor,0.,FALSE,FALSE,TRUE,missing features
C-3018d4,A-34ea2f,19-10-2024,unknown,1.85,TRUE,FALSE,FALSE,too expensive
C-fcbd6e,A-1e1b80,13-11-2024,features,0.,FALSE,FALSE,FALSE,switched to competitor
C-79999b,A-58b9ff,10-10-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-62ad35,A-6965e1,02-12-2024,budget,0.,FALSE,FALSE,FALSE,
C-f0bd80,A-117171,14-11-2024,pricing,0.,FALSE,FALSE,FALSE,
C-f49d4c,A-65c341,16-12-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-462222,A-ae052e,07-10-2023,support,0.,FALSE,FALSE,FALSE,too expensive
C-f68651,A-eafc6e,12-12-2024,unknown,0.,FALSE,FALSE,FALSE,
C-9c4603,A-c58f49,21-09-2024,support,7.6,FALSE,FALSE,FALSE,switched to competitor
C-c179a3,A-e7beab,25-04-2024,features,0.,FALSE,TRUE,FALSE,missing features
C-2c9dae,A-b179bf,25-11-2024,features,0.,FALSE,FALSE,FALSE,
C-2c86b1,A-afa505,02-03-2024,support,0.,TRUE,FALSE,FALSE,missing features
C-1172fe,A-4a267b,17-06-2024,support,64.54,FALSE,FALSE,FALSE,missing features
C-4f6d90,A-6a7c9d,15-11-2024,features,178.84,FALSE,FALSE,FALSE,missing features
C-f51f1d,A-32fb14,28-04-2024,competitor,0.,FALSE,FALSE,FALSE,too expensive
C-bd5e5e,A-bd4513,09-12-2024,budget,35.14,FALSE,FALSE,FALSE,too expensive
C-9fd0cf,A-eb7fac,22-07-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-dcbfa4,A-4e44e8,25-08-2024,features,35.48,TRUE,FALSE,FALSE,too expensive
C-f1268a,A-32728c,19-07-2024,budget,7.58,TRUE,FALSE,TRUE,missing features
C-0b2d8c,A-1b9609,02-01-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-26865a,A-854864,24-12-2024,support,8.47,TRUE,FALSE,FALSE,switched to competitor
C-fba952,A-118d55,27-12-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-e4261a,A-417d2f,30-12-2024,budget,0.,FALSE,FALSE,FALSE,missing features
C-ab36fc,A-f03140,03-10-2024,competitor,0.,FALSE,FALSE,FALSE,missing features
C-fdb715,A-241e75,11-10-2024,unknown,0.,FALSE,FALSE,FALSE,
C-fcfc3c,A-98a59a,11-09-2024,support,0.,TRUE,FALSE,FALSE,switched to competitor
C-a119b0,A-9f2731,09-12-2024,unknown,136.94,FALSE,FALSE,FALSE,missing features
C-cdb4d0,A-c222ab,05-10-2024,support,0.,FALSE,FALSE,FALSE,
C-d08588,A-e51ec7,15-01-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-1eead2,A-5790f4,26-12-2024,support,51.18,TRUE,FALSE,FALSE,too expensive
C-9b6151,A-2bc93d,15-08-2024,competitor,99.1,FALSE,FALSE,TRUE,switched to competitor
C-cfb464,A-eb2fdc,26-05-2024,competitor,0.,FALSE,FALSE,FALSE,missing features
C-249af9,A-ac14bb,29-08-2024,pricing,128.79,FALSE,FALSE,FALSE,switched to competitor
C-193426,A-7988d1,24-12-2024,unknown,0.,FALSE,FALSE,FALSE,missing features
C-6a6704,A-180abf,08-05-2024,support,0.,FALSE,FALSE,FALSE,switched to competitor
C-e41103,A-180abf,04-05-2024,competitor,0.,FALSE,FALSE,FALSE,
C-53546c,A-e61e98,19-10-2024,features,0.,FALSE,TRUE,FALSE,switched to competitor
C-f6f8a5,A-2d1036,28-10-2024,pricing,39.09,TRUE,FALSE,TRUE,switched to competitor
C-551bc8,A-87aa7b,07-06-2024,budget,0.,FALSE,FALSE,FALSE,
C-31a49a,A-9123ac,05-04-2024,support,0.,TRUE,FALSE,TRUE,too expensive
C-ef2329,A-0f6450,30-12-2024,competitor,0.,FALSE,TRUE,FALSE,
C-88877a,A-313be3,09-12-2023,competitor,0.,TRUE,FALSE,FALSE,
C-28085c,A-4bfa33,21-12-2024,budget,92.5,FALSE,FALSE,FALSE,
C-5f203c,A-80eeb6,09-02-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-a6d0e1,A-b179bf,05-12-2024,features,0.,FALSE,FALSE,FALSE,missing features
C-95a18e,A-241e75,19-12-2024,features,0.,TRUE,FALSE,FALSE,switched to competitor
C-b0b16c,A-ae052e,14-12-2024,competitor,0.,FALSE,FALSE,FALSE,too expensive
C-dfe189,A-05f0e5,25-11-2024,features,72.19,TRUE,FALSE,FALSE,
C-9fe257,A-157070,27-12-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-c1bc7e,A-993085,20-09-2023,features,0.,FALSE,FALSE,FALSE,
C-27e9c1,A-c16b88,01-06-2024,competitor,0.,TRUE,FALSE,FALSE,switched to competitor
C-8f8593,A-05d3b3,09-09-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-9775db,A-331424,21-02-2024,competitor,0.,FALSE,FALSE,FALSE,switched to competitor
C-3efa9b,A-cdf020,07-11-2024,support,0.,FALSE,FALSE,TRUE,too expensive
C-917c1d,A-39868b,24-05-2024,budget,0.,TRUE,FALSE,TRUE,too expensive
C-2d659a,A-72799b,05-05-2024,pricing,0.,TRUE,FALSE,FALSE,switched to competitor
C-5d9db3,A-39868b,06-05-2024,unknown,0.,FALSE,FALSE,FALSE,
C-0c829f,A-c7ffc2,15-04-2023,budget,0.,FALSE,FALSE,FALSE,too expensive
C-83b55f,A-5790f4,25-12-2024,features,392.92,FALSE,FALSE,FALSE,switched to competitor
C-fa6149,A-3d957b,05-05-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-76d762,A-51ec1b,09-12-2023,unknown,0.,TRUE,FALSE,TRUE,too expensive
C-4b071b,A-118d55,25-11-2024,unknown,0.,TRUE,TRUE,FALSE,missing features
C-b3431e,A-e3bd71,30-12-2023,support,0.,FALSE,TRUE,FALSE,switched to competitor
C-9a1ccc,A-b2af2e,14-11-2024,pricing,0.,FALSE,FALSE,FALSE,
C-cb924b,A-089363,27-11-2023,pricing,0.,FALSE,FALSE,FALSE,switched to competitor
C-a47d71,A-f51f16,07-07-2024,features,0.,FALSE,FALSE,FALSE,switched to competitor
C-33c706,A-ffdfd5,08-08-2024,features,0.,FALSE,FALSE,FALSE,missing features
C-901c1a,A-425e76,10-08-2023,competitor,0.,FALSE,FALSE,FALSE,too expensive
C-481838,A-af0cd2,26-10-2023,unknown,0.,FALSE,TRUE,FALSE,switched to competitor
C-ff002d,A-8ed5dd,02-11-2024,unknown,0.,FALSE,FALSE,FALSE,
C-1cf079,A-354f12,19-09-2024,competitor,0.,FALSE,TRUE,FALSE,missing features
C-f17b79,A-65c341,07-03-2024,support,0.,FALSE,FALSE,FALSE,too expensive
C-020446,A-0cc442,06-10-2024,unknown,0.,TRUE,FALSE,TRUE,switched to competitor
C-9f95d3,A-157070,06-01-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-54993f,A-c43359,19-12-2024,support,8.92,FALSE,FALSE,FALSE,missing features
C-75ddda,A-425e76,25-12-2023,competitor,0.,FALSE,FALSE,FALSE,too expensive
C-d7ded6,A-e888d1,29-11-2024,features,6.38,FALSE,FALSE,FALSE,switched to competitor
C-ba8af4,A-bb3bd4,30-06-2024,unknown,0.,FALSE,FALSE,FALSE,missing features
C-811879,A-ad64c6,29-07-2024,unknown,0.,TRUE,FALSE,FALSE,
C-6736e4,A-3be56b,10-01-2024,competitor,0.,TRUE,FALSE,FALSE,
C-0f75be,A-0baac2,18-10-2024,features,30.73,FALSE,FALSE,FALSE,too expensive
C-59d7bd,A-0f3e88,11-08-2024,budget,0.,FALSE,FALSE,FALSE,missing features
C-d0f6d8,A-6e7827,19-09-2023,support,0.,FALSE,FALSE,FALSE,switched to competitor
C-9c899e,A-1e1b80,14-10-2024,competitor,0.,FALSE,FALSE,FALSE,
C-fad4d3,A-d77f4c,03-12-2024,unknown,0.,FALSE,FALSE,FALSE,too expensive
C-07ec1f,A-bbc346,03-11-2024,competitor,15.46,FALSE,FALSE,FALSE,switched to competitor
C-156544,A-d42431,12-10-2024,budget,17.42,TRUE,FALSE,FALSE,switched to competitor
C-e11abb,A-cc102e,25-04-2024,unknown,50.06,FALSE,FALSE,FALSE,switched to competitor
C-d85c26,A-42e5e1,04-10-2024,pricing,0.,FALSE,FALSE,TRUE,too expensive
C-d28d0e,A-1e1b80,04-10-2023,competitor,0.,FALSE,FALSE,FALSE,missing features
C-3bf203,A-e19ff6,27-06-2024,competitor,0.,FALSE,FALSE,FALSE,switched to competitor
C-326d32,A-34d880,20-12-2024,unknown,10.4,FALSE,FALSE,FALSE,missing features
C-44918f,A-9208f0,15-09-2024,unknown,0.,TRUE,FALSE,TRUE,too expensive
C-cf246e,A-7f6b86,10-07-2024,pricing,5.27,FALSE,FALSE,FALSE,
C-e20cc6,A-cc102e,19-11-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-1f4cc0,A-56962b,26-08-2024,pricing,0.,TRUE,FALSE,FALSE,
C-0d470e,A-7a0d69,29-12-2024,budget,0.,TRUE,FALSE,FALSE,
C-562e14,A-c16cf7,08-11-2024,budget,0.,TRUE,FALSE,FALSE,
C-06b32c,A-2ebb4b,19-08-2023,pricing,0.,FALSE,FALSE,FALSE,missing features
C-4bbb74,A-c37cab,16-11-2024,competitor,0.,FALSE,FALSE,FALSE,missing features
C-8e5c25,A-9b9fe9,27-12-2023,features,27.92,FALSE,FALSE,FALSE,too expensive
C-8a2d9d,A-0651a4,22-11-2024,features,0.,FALSE,TRUE,FALSE,missing features
C-d39666,A-3b37d9,26-12-2023,budget,0.,FALSE,FALSE,FALSE,
C-ed4dcb,A-5a3eb9,12-06-2024,competitor,58.37,FALSE,FALSE,FALSE,missing features
C-105c4c,A-0a62f5,07-12-2024,budget,21.95,FALSE,TRUE,FALSE,
C-c3b1e4,A-df1e44,17-10-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-b6997d,A-4ae22a,20-07-2024,pricing,0.,FALSE,FALSE,FALSE,
C-36d17e,A-ac85cd,13-12-2024,pricing,102.39,FALSE,FALSE,TRUE,
C-5cfad3,A-bece89,16-12-2023,budget,56.15,FALSE,FALSE,FALSE,missing features
C-56b504,A-ef84cf,14-08-2024,unknown,18.81,FALSE,FALSE,TRUE,switched to competitor
C-2bf465,A-84ebe4,20-01-2024,support,0.,FALSE,FALSE,FALSE,missing features
C-54ce4f,A-6dee43,14-01-2024,pricing,143.8,FALSE,FALSE,FALSE,switched to competitor
C-bb53cb,A-94f8c9,02-05-2024,budget,0.,FALSE,FALSE,FALSE,
C-c4e0b8,A-b179bf,31-10-2024,support,0.,FALSE,FALSE,FALSE,too expensive
C-ba801a,A-7cfe77,09-09-2024,unknown,0.,FALSE,TRUE,FALSE,
C-1f8fd5,A-e351e1,04-12-2024,support,0.,TRUE,TRUE,TRUE,
C-f477c9,A-3f9cc0,18-07-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-4b854f,A-ef84cf,28-09-2024,pricing,0.,TRUE,FALSE,TRUE,too expensive
C-1124ed,A-439b2f,02-08-2024,pricing,17.06,FALSE,FALSE,TRUE,
C-370962,A-075038,05-09-2024,features,6.38,FALSE,FALSE,FALSE,
C-cc90be,A-d82ef9,06-08-2024,budget,74.94,FALSE,FALSE,FALSE,switched to competitor
C-89af4e,A-d77f4c,06-08-2024,budget,0.,FALSE,TRUE,FALSE,too expensive
C-e73b7f,A-e1462e,05-10-2023,support,0.,FALSE,FALSE,TRUE,too expensive
C-5e0998,A-faa28c,24-05-2024,features,0.,FALSE,FALSE,FALSE,missing features
C-09b7c7,A-08e34e,01-09-2024,features,3.57,FALSE,FALSE,FALSE,missing features
C-2299d7,A-fd7ad3,23-11-2024,support,0.,FALSE,FALSE,FALSE,too expensive
C-67d3e1,A-86fc1d,12-08-2024,support,0.,TRUE,FALSE,FALSE,
C-ca5f4b,A-832ec2,15-09-2024,pricing,0.,TRUE,FALSE,FALSE,switched to competitor
C-0340b2,A-029f69,31-10-2024,competitor,0.,FALSE,FALSE,FALSE,switched to competitor
C-5368b0,A-e83938,11-08-2024,pricing,0.,FALSE,FALSE,FALSE,switched to competitor
C-ca81a1,A-ccc747,02-09-2024,competitor,0.,FALSE,FALSE,FALSE,switched to competitor
C-ad7ea3,A-8145a0,12-07-2023,features,0.,FALSE,FALSE,FALSE,missing features
C-864169,A-526d93,05-08-2024,support,6.77,FALSE,FALSE,FALSE,switched to competitor
C-488b42,A-1b707d,21-07-2023,competitor,0.,FALSE,FALSE,TRUE,missing features
C-ce47da,A-cc102e,19-11-2024,pricing,61.1,FALSE,FALSE,FALSE,switched to competitor
C-fb2a95,A-902ef7,26-09-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-8d834b,A-798a3f,19-07-2024,support,0.,FALSE,FALSE,FALSE,
C-9e8172,A-ad64c6,03-07-2024,support,19.08,FALSE,FALSE,FALSE,missing features
C-474d36,A-6f50ae,26-02-2024,features,0.,FALSE,FALSE,TRUE,
C-b7e6ac,A-9208f0,24-05-2024,budget,66.37,FALSE,FALSE,FALSE,too expensive
C-ffc2b8,A-0354fe,15-11-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-a1bcf0,A-5ed98d,27-09-2024,features,0.,FALSE,FALSE,FALSE,missing features
C-675c0a,A-a09355,18-10-2024,support,135.11,FALSE,FALSE,FALSE,
C-458075,A-4437e4,21-06-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-3003bc,A-c58f49,03-09-2024,unknown,152.36,FALSE,FALSE,FALSE,too expensive
C-6ac144,A-6f50ae,06-11-2023,unknown,0.,FALSE,FALSE,FALSE,missing features
C-9bb1b6,A-5ed98d,02-10-2024,competitor,0.,FALSE,TRUE,FALSE,missing features
C-07fd6b,A-e351e1,30-10-2024,unknown,113.84,FALSE,TRUE,FALSE,missing features
C-2e2f04,A-2d1036,19-10-2024,budget,0.,TRUE,FALSE,FALSE,missing features
C-2fc9c4,A-b30291,03-09-2024,competitor,277.54,FALSE,TRUE,FALSE,too expensive
C-109d03,A-1f0ac7,08-11-2024,support,0.,TRUE,FALSE,FALSE,missing features
C-af7968,A-712426,21-11-2024,pricing,0.,TRUE,FALSE,FALSE,missing features
C-785e8e,A-f25509,10-11-2024,features,0.,FALSE,FALSE,FALSE,
C-2886ac,A-bcbe98,25-11-2024,competitor,0.,FALSE,FALSE,FALSE,missing features
C-a40fa4,A-4c6f11,29-06-2024,competitor,0.,FALSE,FALSE,FALSE,too expensive
C-965d90,A-df10db,19-05-2024,competitor,0.,FALSE,FALSE,FALSE,missing features
C-6a6ed3,A-c1dfe1,21-09-2023,pricing,0.,TRUE,FALSE,FALSE,missing features
C-9c89ca,A-3a7284,26-12-2024,unknown,0.,FALSE,FALSE,FALSE,missing features
C-1dce6d,A-751c58,16-12-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-0d5e99,A-68f37c,29-06-2024,unknown,0.,FALSE,FALSE,TRUE,too expensive
C-05bc56,A-533452,17-11-2024,features,0.,FALSE,TRUE,TRUE,missing features
C-887a83,A-0baac2,15-07-2024,unknown,0.,TRUE,FALSE,FALSE,missing features
C-84f039,A-b7724f,01-01-2024,support,78.25,TRUE,FALSE,FALSE,missing features
C-aad0f7,A-0dbdc6,26-11-2023,support,0.,FALSE,TRUE,FALSE,missing features
C-6ab303,A-4c6f11,18-10-2024,competitor,0.,FALSE,FALSE,FALSE,too expensive
C-4a3e8e,A-54ecc2,23-11-2024,support,0.,TRUE,FALSE,FALSE,
C-f67026,A-b7ef83,24-07-2024,budget,60.25,TRUE,FALSE,FALSE,missing features
C-c6f6fe,A-922109,17-12-2024,support,0.,FALSE,FALSE,FALSE,
C-374d5d,A-c43359,12-12-2024,unknown,0.,TRUE,FALSE,FALSE,too expensive
C-8ae2f5,A-f25509,17-05-2024,features,0.,FALSE,FALSE,TRUE,
C-c66a6c,A-02cd81,30-04-2024,pricing,0.,FALSE,FALSE,FALSE,
C-7007f0,A-67be94,28-05-2024,support,74.55,FALSE,FALSE,FALSE,missing features
C-b411ad,A-ba6516,17-03-2024,budget,0.,FALSE,FALSE,FALSE,
C-ca1379,A-ee42db,12-11-2024,unknown,23.52,FALSE,FALSE,FALSE,
C-615769,A-ccb686,08-11-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-db2e8d,A-b7724f,25-08-2023,unknown,52.88,FALSE,FALSE,FALSE,missing features
C-ed73ea,A-5a3eb9,14-04-2024,features,0.,TRUE,FALSE,FALSE,
C-e20d30,A-fd7ad3,31-12-2024,unknown,0.,TRUE,FALSE,FALSE,
C-e42d29,A-a865bd,26-11-2023,unknown,0.,FALSE,FALSE,FALSE,missing features
C-cd8fba,A-b7ef83,01-06-2024,unknown,0.,FALSE,FALSE,TRUE,too expensive
C-2de339,A-e83938,29-12-2024,budget,13.5,FALSE,FALSE,FALSE,
C-ec714a,A-533452,16-12-2024,support,15.23,FALSE,FALSE,FALSE,missing features
C-a6aa23,A-ee42db,13-10-2023,support,0.,FALSE,TRUE,FALSE,missing features
C-3b4085,A-4f18f0,27-05-2024,features,0.,TRUE,FALSE,FALSE,
C-437da0,A-f6b2fb,11-07-2024,support,0.,TRUE,FALSE,FALSE,
C-92da55,A-d26ab4,26-12-2024,pricing,86.02,FALSE,FALSE,FALSE,too expensive
C-307676,A-05f0e5,14-01-2024,unknown,0.,TRUE,FALSE,FALSE,missing features
C-22d30d,A-d3c88e,18-11-2024,support,0.,FALSE,FALSE,FALSE,too expensive
C-a4a4a7,A-104f1a,09-09-2024,features,0.,FALSE,FALSE,FALSE,switched to competitor
C-16ddba,A-b2225d,16-05-2024,support,0.,TRUE,FALSE,FALSE,switched to competitor
C-e8f3f5,A-5790f4,31-12-2024,competitor,0.,TRUE,FALSE,FALSE,too expensive
C-6b9663,A-104f1a,11-12-2024,unknown,0.,FALSE,FALSE,FALSE,missing features
C-65cff3,A-ccc747,07-08-2024,budget,104.25,TRUE,FALSE,FALSE,
C-a860c5,A-5f7781,25-12-2024,pricing,0.,FALSE,FALSE,FALSE,
C-37929d,A-e1b9cd,01-10-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-efe5bb,A-7988d1,06-01-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-248550,A-2922b6,25-12-2024,competitor,0.,FALSE,FALSE,FALSE,missing features
C-38ef8e,A-0baac2,30-09-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-885a34,A-71615e,16-07-2024,pricing,0.,TRUE,FALSE,FALSE,missing features
C-c4582f,A-9f0b68,01-11-2024,pricing,0.,TRUE,FALSE,FALSE,
C-370175,A-9779ad,03-08-2024,competitor,0.,FALSE,FALSE,FALSE,missing features
C-a529cf,A-bb3bd4,30-05-2024,pricing,0.,TRUE,FALSE,FALSE,missing features
C-cc0058,A-f3ff05,20-10-2024,unknown,0.,FALSE,FALSE,FALSE,too expensive
