subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,billing_frequency,auto_renew_flag,change_type
S-a86344,A-00bed1,2024-08-18,,Pro,36,1764,21168,f,t,f,annual,t,upgrade
S-4cdee1,A-8b25f2,2024-02-19,,Enterprise,20,0,0,t,f,f,monthly,t,no_change
S-381c99,A-e7a1e2,2024-11-03,,Basic,3,57,684,f,f,f,monthly,t,no_change
S-8e719f,A-4437e4,2024-08-16,,Basic,11,209,2508,f,f,f,annual,t,no_change
S-d111f5,A-f03140,2024-05-25,,Basic,27,513,6156,f,f,f,monthly,t,no_change
S-82484b,A-cab532,2024-11-22,,Pro,21,1029,12348,f,f,f,annual,t,no_change
S-891eb4,A-716841,2024-09-20,,Pro,45,2205,26460,f,f,f,annual,t,no_change
S-4e3e04,A-883b7d,2024-08-16,,Enterprise,17,3383,40596,f,f,f,annual,f,no_change
S-7679b6,A-7f29a7,2024-10-14,,Pro,41,2009,24108,f,f,f,annual,f,no_change
S-de9ce0,A-faa28c,2024-08-06,2024-12-26,Enterprise,48,9552,114624,f,f,f,annual,t,no_change
S-37d13a,A-029f69,2024-08-11,,Enterprise,15,0,0,t,f,f,annual,t,no_change
S-7d0dea,A-69b156,2024-11-16,,Pro,7,0,0,t,f,t,monthly,t,downgrade
S-83c56d,A-716841,2024-12-13,,Enterprise,45,8955,107460,f,f,f,monthly,t,no_change
S-5ee117,A-f5641b,2024-07-25,,Pro,31,1519,18228,f,f,f,monthly,t,no_change
S-5e572d,A-94f8c9,2024-07-16,,Enterprise,13,2587,31044,f,f,f,annual,f,no_change
S-7b29d1,A-80eeb6,2024-04-19,,Enterprise,65,12935,155220,f,f,f,monthly,t,no_change
S-ff79f7,A-726cfa,2024-08-02,,Enterprise,19,3781,45372,f,f,f,monthly,t,no_change
S-bb82ac,A-e19ff6,2023-10-29,,Basic,38,722,8664,f,f,f,annual,t,no_change
S-b21a0b,A-b7ef83,2024-10-29,,Pro,17,833,9996,f,f,f,monthly,t,no_change
S-711820,A-08e34e,2024-09-02,,Basic,49,931,11172,f,f,f,annual,f,no_change
S-22365f,A-05f0e5,2023-06-11,,Enterprise,32,6368,76416,f,f,f,annual,t,no_change
S-f0d2fd,A-19b2c8,2024-07-20,,Enterprise,28,5572,66864,f,f,f,annual,t,no_change
S-f225d0,A-d4ac0e,2024-05-19,,Basic,18,342,4104,f,f,f,annual,t,no_change
S-a10eb2,A-3c1a3f,2023-08-31,,Basic,45,0,0,t,f,f,annual,f,no_change
S-78ffdd,A-503d5a,2023-11-07,,Enterprise,12,2388,28656,f,f,f,monthly,t,no_change
S-97a010,A-dcc3f1,2024-03-22,,Enterprise,21,0,0,t,f,f,monthly,t,no_change
S-7785af,A-a1b80b,2024-03-28,,Enterprise,16,3184,38208,f,t,f,monthly,f,upgrade
S-120ae3,A-781cc0,2024-09-24,,Basic,34,646,7752,f,f,f,annual,t,no_change
S-37b59a,A-2d1036,2024-09-24,2024-12-18,Pro,69,3381,40572,f,f,f,annual,t,no_change
S-f36371,A-34d880,2024-07-22,,Enterprise,35,6965,83580,f,f,f,monthly,f,no_change
S-329a60,A-c16cf7,2024-10-24,,Basic,84,1596,19152,f,f,f,annual,t,no_change
S-5ca11a,A-309e54,2024-12-26,,Enterprise,48,9552,114624,f,f,f,annual,t,no_change
S-c8fa77,A-56962b,2024-08-28,,Basic,163,3097,37164,f,f,f,monthly,t,no_change
S-016b5f,A-977ca0,2024-04-08,,Enterprise,6,0,0,t,f,f,monthly,t,no_change
S-cf2b4a,A-9f9299,2023-11-30,2024-08-15,Pro,28,1372,16464,f,f,f,monthly,t,no_change
S-6f1051,A-e98302,2024-02-01,,Enterprise,34,6766,81192,f,f,f,annual,t,no_change
S-33db08,A-fa3095,2024-12-30,,Basic,70,1330,15960,f,f,f,annual,t,no_change
S-4daf2d,A-297a2d,2024-11-05,,Enterprise,27,5373,64476,f,f,f,annual,t,no_change
S-4ed997,A-d82ef9,2024-10-23,,Pro,26,1274,15288,f,f,f,annual,t,no_change
S-8ae507,A-72799b,2024-03-16,,Pro,20,980,11760,f,t,f,annual,f,upgrade
S-3eb206,A-b179bf,2024-12-24,,Enterprise,43,8557,102684,f,f,f,monthly,t,no_change
S-6643a2,A-331424,2024-01-04,,Pro,11,0,0,t,f,f,monthly,t,no_change
S-41ca59,A-692f18,2024-07-18,,Enterprise,37,7363,88356,f,f,f,monthly,t,no_change
S-720c17,A-4e0e85,2024-02-16,,Pro,20,0,0,t,f,f,annual,t,no_change
S-afc545,A-0baac2,2024-10-14,,Basic,33,627,7524,f,f,f,annual,t,no_change
S-5e6fc2,A-52dd88,2023-12-12,,Basic,23,437,5244,f,f,f,annual,t,no_change
S-9dcef8,A-b30291,2024-09-27,,Basic,41,779,9348,f,f,f,monthly,t,no_change
S-389426,A-922109,2024-07-04,,Pro,3,147,1764,f,f,f,monthly,t,no_change
S-1131ff,A-0f7d77,2024-12-01,2024-12-31,Basic,3,0,0,t,f,f,monthly,t,no_change
S-c9da7a,A-0651a4,2024-11-10,,Basic,16,304,3648,f,f,f,monthly,t,no_change
S-eabe72,A-5790f4,2024-12-26,,Basic,33,627,7524,f,f,f,monthly,f,no_change
S-fffeb8,A-69fad4,2023-12-17,,Enterprise,10,1990,23880,f,f,f,annual,t,no_change
S-92dede,A-9208f0,2023-08-28,,Basic,4,76,912,f,f,f,monthly,t,no_change
S-8d122e,A-e6afc1,2024-07-12,,Enterprise,16,3184,38208,f,f,f,monthly,t,no_change
S-285534,A-49b828,2024-11-09,,Basic,13,247,2964,f,f,f,annual,t,no_change
S-1cebf9,A-dfbd31,2024-10-16,,Pro,60,2940,35280,f,f,f,annual,t,no_change
S-36ad61,A-a09355,2024-10-19,,Pro,14,686,8232,f,f,f,monthly,t,no_change
S-9fbee8,A-49b828,2024-10-09,,Pro,10,490,5880,f,f,f,annual,t,no_change
S-d5d8ef,A-e51ec7,2024-10-11,,Enterprise,83,16517,198204,f,f,f,monthly,f,no_change
S-418b7c,A-35083d,2024-10-17,,Pro,19,931,11172,f,f,f,annual,t,no_change
S-506cbd,A-9c18c4,2023-08-29,2024-02-22,Enterprise,19,3781,45372,f,f,f,annual,f,no_change
S-ee5448,A-cc1d8d,2024-12-29,,Basic,9,171,2052,f,f,f,annual,t,no_change
S-d32441,A-781cc0,2024-09-19,2024-11-24,Enterprise,12,2388,28656,f,f,f,annual,t,no_change
S-7f5316,A-856b1e,2024-10-17,,Basic,19,0,0,t,f,f,monthly,t,no_change
S-bdf8bf,A-cdf020,2023-12-01,2024-09-23,Pro,31,1519,18228,f,f,f,monthly,t,no_change
S-795878,A-5b1bcd,2024-03-19,,Enterprise,73,14527,174324,f,f,f,annual,t,no_change
S-2fc8fa,A-65a46c,2024-08-10,,Pro,13,637,7644,f,t,f,monthly,f,upgrade
S-c508b3,A-671f31,2024-12-24,,Enterprise,59,11741,140892,f,f,f,annual,f,no_change
S-42d724,A-7a0d69,2024-08-01,,Pro,4,0,0,t,f,f,annual,t,no_change
S-bd9394,A-039727,2024-11-28,,Enterprise,64,0,0,t,t,f,annual,f,upgrade
S-9b12da,A-702032,2024-12-13,2024-12-21,Pro,28,1372,16464,f,f,f,annual,t,no_change
S-3632aa,A-f25509,2024-05-28,,Enterprise,32,6368,76416,f,f,f,monthly,t,no_change
S-9488ec,A-1e1b80,2023-11-02,,Enterprise,50,9950,119400,f,f,f,annual,f,no_change
S-f40318,A-e19ff6,2024-03-25,,Enterprise,14,0,0,t,f,f,annual,f,no_change
S-214edb,A-558c72,2024-06-25,,Basic,77,1463,17556,f,f,f,monthly,t,no_change
S-d43a40,A-4e0e85,2024-09-20,,Basic,15,0,0,t,f,f,annual,t,no_change
S-565c4b,A-7920cc,2023-11-27,,Basic,39,741,8892,f,f,f,annual,t,no_change
S-1ebe39,A-0651a4,2024-11-02,,Enterprise,19,3781,45372,f,f,f,annual,t,no_change
S-dc3bbc,A-80eeb6,2024-09-18,,Pro,25,1225,14700,f,f,f,annual,t,no_change
S-937207,A-8bde0c,2024-12-28,,Enterprise,12,2388,28656,f,f,f,monthly,t,no_change
S-14c8b9,A-aa9511,2023-11-29,,Enterprise,33,6567,78804,f,f,f,monthly,t,no_change
S-fd648e,A-396e5f,2024-10-29,,Pro,37,1813,21756,f,f,f,annual,f,no_change
S-3b3fac,A-7641d3,2024-11-21,,Basic,10,190,2280,f,f,f,annual,t,no_change
S-561850,A-0a62f5,2024-10-23,,Pro,16,784,9408,f,f,f,annual,t,no_change
S-2ded36,A-a1b80b,2024-09-08,,Enterprise,16,3184,38208,f,t,f,annual,t,upgrade
S-6904e6,A-39b19f,2023-02-23,,Pro,16,784,9408,f,f,f,monthly,t,no_change
S-07f282,A-88c6ca,2024-11-19,,Enterprise,5,995,11940,f,f,f,monthly,t,no_change
S-343743,A-2d1036,2024-08-25,,Pro,69,3381,40572,f,f,f,annual,t,no_change
S-d92159,A-b30291,2024-12-22,,Pro,5,245,2940,f,f,f,annual,t,no_change
S-a9916f,A-054577,2024-05-18,,Pro,7,343,4116,f,f,f,annual,t,no_change
S-ec690c,A-328bd0,2023-10-11,,Basic,18,342,4104,f,f,f,annual,t,no_change
S-ee2669,A-e43bf7,2024-12-29,,Enterprise,44,8756,105072,f,f,f,annual,t,no_change
S-e6cfc1,A-1e6fc3,2024-01-11,2024-04-02,Basic,1,0,0,t,f,f,annual,t,no_change
S-195f9b,A-92a333,2024-02-08,,Pro,14,686,8232,f,f,f,annual,t,no_change
S-704b48,A-a7bd4b,2023-11-15,2024-10-10,Enterprise,15,0,0,t,f,f,annual,f,no_change
S-a1d67e,A-bbc346,2024-12-20,,Pro,20,980,11760,f,f,f,annual,f,no_change
S-55a3e4,A-f5641b,2024-12-21,,Pro,31,1519,18228,f,f,f,annual,f,no_change
S-ffd591,A-157070,2024-02-11,2024-04-15,Basic,17,323,3876,f,t,f,monthly,t,upgrade
S-f0972b,A-b7b7b7,2024-09-02,,Enterprise,27,5373,64476,f,f,f,monthly,t,no_change
S-65491f,A-039727,2024-11-12,,Pro,25,1225,14700,f,f,f,monthly,f,no_change
S-ad26e3,A-c37601,2024-11-04,2024-12-09,Pro,6,0,0,t,f,f,monthly,f,no_change
S-53fa80,A-462d45,2024-08-05,,Enterprise,14,2786,33432,f,f,f,monthly,t,no_change
S-592443,A-c1dfe1,2024-05-01,,Enterprise,26,5174,62088,f,f,t,monthly,f,downgrade
S-6c6e91,A-2bc93d,2024-04-16,,Pro,31,1519,18228,f,f,f,monthly,t,no_change
S-c17a35,A-1ac5e0,2024-11-25,,Pro,33,1617,19404,f,f,f,monthly,f,no_change
S-3a79ac,A-f92792,2024-11-15,,Basic,4,0,0,t,f,f,monthly,t,no_change
S-2f138c,A-ce66f8,2024-07-27,,Pro,29,1421,17052,f,f,f,annual,t,no_change
S-d2b5db,A-db5e9e,2024-12-09,,Pro,13,0,0,t,f,f,annual,f,no_change
S-b6c0a0,A-443b7c,2024-11-01,,Basic,3,57,684,f,f,f,monthly,t,no_change
S-770018,A-149a69,2024-12-14,,Enterprise,34,6766,81192,f,f,f,annual,f,no_change
S-18f7e5,A-2789e3,2024-12-04,,Enterprise,30,5970,71640,f,f,f,annual,t,no_change
S-80632f,A-068fc6,2024-07-06,,Pro,35,1715,20580,f,f,f,monthly,f,no_change
S-c0e639,A-7920cc,2024-01-07,,Pro,50,0,0,t,f,f,annual,t,no_change
S-63606e,A-7a0d69,2024-09-28,,Pro,4,196,2352,f,t,f,monthly,t,upgrade
S-038c7d,A-712426,2024-11-10,,Basic,9,0,0,t,f,f,monthly,t,no_change
S-0c03b0,A-39b19f,2023-11-23,,Pro,36,1764,21168,f,f,f,monthly,f,no_change
S-18f829,A-a33200,2024-11-16,,Pro,36,1764,21168,f,t,f,annual,t,upgrade
S-4bfa1d,A-ce550d,2024-12-21,2024-12-30,Pro,35,1715,20580,f,f,f,monthly,t,no_change
S-c657b6,A-7c5768,2024-03-05,,Enterprise,5,995,11940,f,f,f,annual,t,no_change
S-8b721c,A-8b25f2,2024-09-14,,Enterprise,28,5572,66864,f,f,f,annual,t,no_change
S-290ee5,A-68f37c,2024-03-26,,Basic,67,1273,15276,f,f,f,annual,t,no_change
S-f6f1e1,A-337bc1,2024-08-09,,Basic,40,760,9120,f,t,f,annual,t,upgrade
S-597873,A-05f0e5,2024-07-09,,Enterprise,32,6368,76416,f,f,f,monthly,t,no_change
S-e50d84,A-0baac2,2024-12-11,,Enterprise,14,2786,33432,f,f,f,annual,t,no_change
S-9ed535,A-4f18f0,2024-10-04,,Enterprise,24,4776,57312,f,f,f,annual,t,no_change
S-e66f1a,A-fa2041,2024-07-16,,Basic,20,0,0,t,f,f,monthly,t,no_change
S-c8ba3e,A-5b4ebb,2024-09-22,,Basic,21,399,4788,f,f,f,annual,t,no_change
S-755e1b,A-e4144b,2024-12-18,,Pro,41,2009,24108,f,f,f,annual,t,no_change
S-5cba26,A-8b25f2,2024-07-30,,Basic,6,114,1368,f,f,f,monthly,t,no_change
S-579a24,A-32fb14,2024-09-04,,Basic,26,494,5928,f,t,f,monthly,f,upgrade
S-e561b9,A-d26ab4,2024-11-13,2024-11-30,Pro,18,882,10584,f,f,t,monthly,t,downgrade
S-8ae804,A-0dbdc6,2024-05-05,,Enterprise,50,9950,119400,f,f,f,monthly,t,no_change
S-d97ff1,A-7d514c,2024-03-20,,Basic,17,323,3876,f,f,f,monthly,t,no_change
S-bb8429,A-dbc825,2024-04-27,,Pro,19,931,11172,f,f,f,annual,t,no_change
S-78ba09,A-f97b9a,2024-11-30,,Pro,54,2646,31752,f,t,f,annual,f,upgrade
S-979365,A-bb2f49,2023-06-29,,Pro,68,3332,39984,f,f,t,monthly,t,downgrade
S-b96ee3,A-c16b88,2024-12-20,,Basic,23,437,5244,f,f,f,monthly,t,no_change
S-70cc83,A-313be3,2024-12-16,,Pro,47,2303,27636,f,f,f,monthly,t,no_change
S-3b29ea,A-c37cab,2024-11-26,,Basic,13,247,2964,f,f,f,monthly,f,no_change
S-8ff318,A-e7beab,2024-12-23,2024-12-29,Pro,5,245,2940,f,f,f,monthly,t,no_change
S-0509b8,A-e351e1,2024-12-26,2024-12-29,Basic,33,627,7524,f,f,f,annual,t,no_change
S-95cf94,A-1ac5e0,2024-10-24,,Basic,33,627,7524,f,f,f,annual,t,no_change
S-7da02b,A-f44180,2023-05-20,2023-12-19,Enterprise,89,17711,212532,f,f,f,annual,t,no_change
S-07ff57,A-c608c8,2024-03-11,,Pro,58,2842,34104,f,f,f,monthly,f,no_change
S-a0ba0c,A-eb1312,2024-12-18,,Basic,42,798,9576,f,f,f,monthly,t,no_change
S-b250cc,A-029f69,2024-11-08,,Enterprise,3,597,7164,f,t,f,annual,t,upgrade
S-d11e9f,A-186a44,2024-08-10,,Basic,20,380,4560,f,f,f,monthly,t,no_change
S-24a63d,A-712533,2023-11-23,,Basic,36,684,8208,f,f,f,annual,t,no_change
S-aba835,A-5b1bcd,2023-09-23,2024-11-02,Basic,73,1387,16644,f,f,f,annual,t,no_change
S-a0c517,A-7f6b86,2023-10-24,,Pro,59,2891,34692,f,t,f,monthly,t,upgrade
S-c3cb12,A-ce550d,2024-11-01,,Enterprise,54,10746,128952,f,f,f,annual,f,no_change
S-a88726,A-a33200,2024-11-30,,Basic,29,551,6612,f,f,f,annual,t,no_change
S-d7ae8c,A-72799b,2023-12-28,,Basic,20,380,4560,f,t,f,monthly,t,upgrade
S-86fd71,A-0651a4,2024-10-27,,Enterprise,60,11940,143280,f,f,f,annual,t,no_change
S-cac22d,A-19b2c8,2023-08-06,,Basic,20,380,4560,f,f,f,annual,t,no_change
S-f463d3,A-acb7f7,2024-03-24,,Enterprise,32,6368,76416,f,t,f,monthly,t,upgrade
S-6ceec5,A-7e0a10,2024-07-24,,Basic,46,874,10488,f,f,f,annual,t,no_change
S-9220c9,A-417d2f,2024-06-23,,Pro,4,196,2352,f,f,f,monthly,t,no_change
S-d97185,A-592832,2024-12-22,,Pro,37,1813,21756,f,f,f,annual,t,no_change
S-0e3b42,A-cb5333,2024-06-02,2024-06-12,Pro,33,1617,19404,f,f,t,annual,f,downgrade
S-1ad0ca,A-ed510f,2024-04-09,,Enterprise,42,8358,100296,f,f,f,annual,t,no_change
S-21e372,A-4e960a,2024-09-23,,Basic,12,228,2736,f,f,f,monthly,t,no_change
S-05624a,A-c37cab,2024-10-26,,Pro,13,637,7644,f,f,f,annual,t,no_change
S-44a7c3,A-50f3f7,2024-10-23,,Enterprise,31,6169,74028,f,f,f,monthly,t,no_change
S-a9e864,A-44dc83,2024-09-24,,Basic,17,0,0,t,f,f,annual,t,no_change
S-5e558a,A-10b8f2,2023-10-07,,Enterprise,47,9353,112236,f,f,f,annual,t,no_change
S-ea5984,A-977ca0,2023-02-20,,Enterprise,6,1194,14328,f,f,f,annual,t,no_change
S-d6d433,A-5247b3,2024-06-14,2024-11-19,Basic,16,0,0,t,f,f,annual,t,no_change
S-d93967,A-075038,2024-01-11,,Pro,50,2450,29400,f,f,f,monthly,f,no_change
S-0e8ae2,A-4814a3,2024-11-24,,Pro,87,0,0,t,f,f,monthly,t,no_change
S-5eb846,A-2789e3,2024-12-10,,Pro,11,539,6468,f,f,f,monthly,f,no_change
S-472fda,A-883b7d,2024-08-19,,Pro,27,1323,15876,f,f,f,annual,t,no_change
S-afc4cb,A-86fc1d,2024-10-16,,Basic,26,494,5928,f,f,f,monthly,t,no_change
S-a69aed,A-0b0d6d,2024-12-30,,Basic,3,57,684,f,f,f,monthly,t,no_change
S-41f762,A-faa28c,2024-02-15,,Basic,48,0,0,t,f,f,monthly,t,no_change
S-853f5d,A-bcf664,2023-12-01,,Basic,13,247,2964,f,f,f,monthly,t,no_change
S-35a22f,A-b07b56,2024-12-19,,Pro,34,1666,19992,f,f,f,annual,t,no_change
S-fd04d6,A-b07346,2024-12-28,,Enterprise,51,0,0,t,f,f,annual,t,no_change
S-5ed35a,A-32fb14,2024-03-16,2024-04-21,Basic,47,893,10716,f,f,f,monthly,t,no_change
S-2ddf94,A-19b2c8,2024-01-05,,Enterprise,20,3980,47760,f,f,f,annual,f,no_change
S-02be35,A-e08cd3,2024-10-01,2024-12-21,Pro,67,3283,39396,f,f,f,monthly,t,no_change
S-6e0edc,A-a1b80b,2024-09-07,,Enterprise,16,3184,38208,f,f,f,annual,t,no_change
S-01990c,A-d62e02,2024-11-22,,Enterprise,16,3184,38208,f,f,f,monthly,t,no_change
S-28eb12,A-d535f6,2024-11-20,,Pro,12,588,7056,f,f,f,monthly,f,no_change
S-5e06b2,A-5247b3,2024-04-17,,Pro,16,0,0,t,f,f,monthly,t,no_change
S-a01aad,A-5f7781,2024-10-14,,Enterprise,22,4378,52536,f,f,f,monthly,t,no_change
S-e42331,A-94f8c9,2024-07-25,,Enterprise,23,0,0,t,f,f,annual,t,no_change
S-36ee88,A-fabe19,2024-11-23,,Enterprise,31,6169,74028,f,f,f,monthly,t,no_change
S-b147b9,A-fce879,2024-12-13,,Basic,21,399,4788,f,f,f,annual,t,no_change
S-fc44ed,A-f5641b,2024-05-23,,Enterprise,31,6169,74028,f,f,f,annual,t,no_change
S-3ee7c3,A-cdf020,2024-04-06,2024-11-10,Enterprise,23,4577,54924,f,f,f,monthly,f,no_change
S-7a9d40,A-157070,2024-12-18,2024-12-26,Basic,38,722,8664,f,f,f,annual,t,no_change
S-53d6be,A-993085,2024-05-11,,Enterprise,31,0,0,t,f,f,monthly,t,no_change
S-dbd6b9,A-cea1f0,2024-11-19,,Pro,8,0,0,t,f,f,annual,t,no_change
S-e63c67,A-1f7acb,2024-07-03,,Pro,64,3136,37632,f,f,f,annual,t,no_change
S-82eb3e,A-49b828,2024-07-18,,Enterprise,6,1194,14328,f,f,f,annual,f,no_change
S-5a18e5,A-3d957b,2024-08-05,,Enterprise,14,2786,33432,f,t,f,monthly,t,upgrade
S-193d88,A-4437e4,2024-10-12,,Enterprise,6,1194,14328,f,t,t,annual,t,conflict
S-29b014,A-a1b80b,2024-07-15,,Pro,36,1764,21168,f,f,f,annual,t,no_change
S-7ce677,A-2e4581,2024-10-20,,Pro,9,441,5292,f,f,f,monthly,t,no_change
S-7f7e38,A-bb1486,2024-11-13,,Pro,42,2058,24696,f,f,f,monthly,t,no_change
S-c5723e,A-544d0a,2024-06-27,,Basic,11,209,2508,f,f,f,annual,t,no_change
S-388190,A-d40bf7,2024-12-27,,Enterprise,59,11741,140892,f,f,f,annual,f,no_change
S-da0fb6,A-d77f4c,2024-07-04,,Enterprise,55,10945,131340,f,f,f,monthly,t,no_change
S-95c467,A-c37601,2024-11-02,,Pro,10,490,5880,f,f,f,annual,t,no_change
S-15a058,A-9208f0,2023-09-29,2024-04-03,Pro,2,98,1176,f,f,f,monthly,t,no_change
S-67474a,A-7d514c,2024-06-13,,Pro,17,833,9996,f,f,f,monthly,t,no_change
S-8c767b,A-b07b56,2024-12-03,2024-12-09,Enterprise,29,0,0,t,f,f,monthly,t,no_change
S-5bde76,A-cb5333,2024-09-08,,Pro,33,1617,19404,f,f,f,monthly,t,no_change
S-746e1b,A-90a8c8,2024-09-17,,Enterprise,73,14527,174324,f,f,f,annual,t,no_change
S-460deb,A-832ec2,2024-11-27,,Enterprise,22,4378,52536,f,t,f,annual,f,upgrade
S-62af97,A-05f0e5,2023-06-30,,Pro,46,2254,27048,f,f,f,annual,f,no_change
S-7b01d4,A-cbbe12,2024-06-08,,Pro,49,2401,28812,f,t,f,monthly,t,upgrade
S-59f6b6,A-dec005,2024-11-10,,Basic,21,399,4788,f,t,f,monthly,f,upgrade
S-8013f6,A-6a7c9d,2024-12-11,2024-12-20,Basic,47,893,10716,f,f,f,monthly,t,no_change
S-dcd084,A-d27f50,2024-12-05,2024-12-09,Enterprise,48,9552,114624,f,f,f,annual,t,no_change
S-8e6903,A-bd4708,2024-09-15,,Basic,37,703,8436,f,f,f,monthly,f,no_change
S-a96f6c,A-b30291,2024-10-23,,Pro,13,0,0,t,f,f,monthly,t,no_change
S-7730b1,A-e51ec7,2024-05-01,,Pro,4,196,2352,f,f,f,annual,t,no_change
S-62f048,A-c45b23,2024-02-13,,Pro,7,343,4116,f,f,f,monthly,t,no_change
S-4f56f5,A-922109,2024-11-13,,Enterprise,3,597,7164,f,f,f,monthly,t,no_change
S-851743,A-443b7c,2024-10-27,,Pro,13,637,7644,f,t,f,monthly,t,upgrade
S-8bfab5,A-af0cd2,2024-05-30,2024-12-14,Pro,19,931,11172,f,f,f,monthly,t,no_change
S-f5d8ce,A-756192,2023-10-27,,Pro,19,931,11172,f,f,f,monthly,f,no_change
S-58a152,A-90a8c8,2024-12-03,,Enterprise,15,2985,35820,f,f,f,monthly,f,no_change
S-ec41f7,A-8bde0c,2024-12-13,,Enterprise,19,3781,45372,f,t,f,monthly,t,upgrade
S-8a4156,A-5a184f,2023-08-31,,Pro,19,0,0,t,f,f,annual,t,no_change
S-b0af8f,A-ff79f2,2024-10-17,,Enterprise,8,0,0,t,f,f,monthly,t,no_change
S-6cafdf,A-6f8ad2,2024-12-27,,Pro,7,343,4116,f,f,f,annual,f,no_change
S-708924,A-7a0d69,2024-09-12,,Basic,22,0,0,t,f,f,annual,t,no_change
S-fced99,A-39b19f,2024-10-03,,Enterprise,42,0,0,t,f,f,monthly,t,no_change
S-8c61f4,A-72799b,2024-04-17,,Basic,34,646,7752,f,f,f,annual,f,no_change
S-2daa17,A-c62e55,2024-05-05,,Enterprise,15,2985,35820,f,f,f,monthly,t,no_change
S-81fe83,A-b48f73,2024-11-15,,Basic,80,1520,18240,f,f,f,monthly,t,no_change
S-53f831,A-82861f,2024-07-29,,Basic,41,779,9348,f,f,f,monthly,f,no_change
S-fe0c52,A-6f8ad2,2024-07-22,,Basic,29,0,0,t,f,f,monthly,f,no_change
S-6d3f0b,A-82d8a6,2024-12-16,,Basic,36,684,8208,f,f,f,annual,t,no_change
S-25b756,A-d82ef9,2024-07-30,,Pro,58,2842,34104,f,t,f,annual,t,upgrade
S-c899a3,A-2446e3,2024-01-21,,Pro,27,1323,15876,f,f,t,monthly,t,downgrade
S-05ef15,A-d42431,2024-10-24,,Basic,35,665,7980,f,f,f,monthly,t,no_change
S-8ececc,A-533452,2024-12-15,,Pro,9,441,5292,f,f,f,annual,t,no_change
S-a24db6,A-96215d,2024-09-13,,Enterprise,14,2786,33432,f,t,f,monthly,t,upgrade
S-9acc7f,A-4437e4,2024-07-10,,Enterprise,16,3184,38208,f,f,f,monthly,t,no_change
S-bb1a91,A-5c046d,2024-08-18,,Basic,93,1767,21204,f,f,f,annual,t,no_change
S-80c296,A-e888d1,2024-12-19,,Pro,17,833,9996,f,f,f,monthly,t,no_change
S-275d57,A-b3fe05,2024-11-11,,Basic,15,285,3420,f,f,f,monthly,t,no_change
S-6ca46a,A-0cc442,2024-09-25,,Enterprise,53,10547,126564,f,t,f,annual,t,upgrade
S-98845b,A-db5e9e,2024-11-15,,Basic,42,798,9576,f,f,f,annual,t,no_change
S-fb285f,A-82d8a6,2024-12-22,,Basic,32,608,7296,f,f,f,annual,t,no_change
S-da9f05,A-151c9a,2023-05-08,,Pro,23,1127,13524,f,f,t,annual,t,downgrade
S-9f38a5,A-cc102e,2024-05-30,,Basic,13,247,2964,f,f,f,monthly,t,no_change
S-dc7143,A-3ce5b8,2024-04-28,,Enterprise,14,2786,33432,f,f,f,monthly,t,no_change
S-68ecd5,A-684255,2024-08-18,,Enterprise,9,1791,21492,f,f,f,annual,t,no_change
S-601bbe,A-0532a9,2024-11-26,,Pro,21,1029,12348,f,t,f,monthly,f,upgrade
S-a34e37,A-10b8da,2024-04-27,,Enterprise,23,0,0,t,f,f,annual,t,no_change
S-0a70a3,A-5b051a,2024-10-21,2024-12-24,Basic,22,418,5016,f,f,f,annual,t,no_change
S-de543d,A-1e50e0,2023-04-25,2024-01-13,Enterprise,19,0,0,t,f,f,annual,t,no_change
S-084e4f,A-054577,2024-11-22,,Basic,25,475,5700,f,f,f,annual,f,no_change
S-febd10,A-e61e98,2024-01-05,,Pro,32,0,0,t,f,f,annual,t,no_change
S-25a969,A-c9bb3e,2024-06-02,,Basic,15,285,3420,f,f,f,annual,t,no_change
S-5d299e,A-560d27,2024-10-25,,Enterprise,23,4577,54924,f,f,f,monthly,t,no_change
S-5a1fc3,A-05d3b3,2024-01-29,,Enterprise,13,2587,31044,f,f,f,monthly,t,no_change
S-af854c,A-cab532,2024-02-16,,Enterprise,58,0,0,t,f,f,annual,t,no_change
S-70b1cf,A-4ae22a,2024-09-24,,Basic,28,532,6384,f,f,f,monthly,t,no_change
S-feaca1,A-2ebb4b,2023-10-03,,Enterprise,65,12935,155220,f,f,f,monthly,t,no_change
S-f1aa04,A-7f4db3,2023-07-24,,Pro,7,343,4116,f,f,f,monthly,t,no_change
S-ca0eb1,A-6e08f3,2023-07-25,,Enterprise,24,0,0,t,f,f,monthly,t,no_change
S-a4b1af,A-17939a,2024-12-26,,Enterprise,13,2587,31044,f,f,f,monthly,t,no_change
S-b15faf,A-3a5ad8,2024-05-15,,Basic,95,1805,21660,f,f,f,monthly,t,no_change
S-108282,A-49b828,2024-03-26,,Pro,30,1470,17640,f,f,f,annual,t,no_change
S-9b623b,A-712426,2024-12-08,,Enterprise,13,2587,31044,f,f,f,annual,t,no_change
S-b28ec2,A-ee42db,2023-11-03,,Basic,33,627,7524,f,f,f,monthly,f,no_change
S-d1ef4d,A-3a5ad8,2023-12-18,,Enterprise,9,0,0,t,f,f,annual,t,no_change
S-c4a98e,A-ced9aa,2024-12-16,,Enterprise,5,995,11940,f,f,f,monthly,t,no_change
S-bff8c5,A-202b67,2024-07-18,,Basic,11,209,2508,f,f,f,monthly,t,no_change
