account_id,account_name,industry,country,signup_date,refferal_source,plan_tier,seats,is_trial,churn_flag
A-2ebb4b,Company_334,HealthTech,United States,2023-05-15,ads,Basic,41,f,f
A-6843f2,Company_335,HealthTech,Canada,2024-12-10,ads,Enterprise,21,f,f
A-c9bb3e,Company_336,EdTech,United States,2024-03-24,ads,Pro,5,f,f
A-4814a3,Company_337,Cybersecurity,India,2024-09-17,event,Basic,87,f,t
A-b7b7b7,Company_338,FinTech,United States,2024-06-30,event,Basic,24,f,t
A-ccc747,Company_339,HealthTech,France,2024-01-12,event,Pro,16,f,t
A-bb3bd4,Company_340,HealthTech,United States,2024-01-27,ads,Basic,23,f,f
A-09316c,Company_341,FinTech,Australia,2024-09-11,organic,Enterprise,70,f,f
A-96bbc6,Company_342,Cybersecurity,United States,2024-05-07,organic,Enterprise,39,f,f
A-bc4d48,Company_343,EdTech,United States,2024-06-12,ads,Pro,35,t,f
A-b30291,Company_344,HealthTech,United States,2024-04-05,event,Basic,5,t,t
A-cdf020,Company_345,DevTools,Australia,2023-08-16,organic,Pro,23,f,f
A-e6afc1,Company_346,DevTools,United States,2023-02-24,ads,Pro,1,f,f
A-e3bd71,Company_347,Cybersecurity,United States,2023-03-25,partner,Basic,31,f,f
A-b179bf,Company_348,Cybersecurity,India,2024-10-27,ads,Basic,43,f,f
A-098560,Company_349,DevTools,United Kingdom,2023-10-21,ads,Enterprise,1,f,t
A-82861f,Company_350,DevTools,United Kingdom,2024-04-25,organic,Basic,41,f,f
A-94c3cd,Company_351,FinTech,Canada,2023-09-20,other,Enterprise,32,f,f
A-a33200,Company_352,HealthTech,United States,2024-09-15,partner,Basic,29,f,f
A-034368,Company_353,EdTech,United States,2023-11-05,event,Enterprise,19,f,f
A-b54c01,Company_354,DevTools,United States,2024-09-29,event,Enterprise,29,f,f
A-d82ef9,Company_355,EdTech,United Kingdom,2024-07-02,other,Basic,26,f,t
A-bb2f49,Company_356,Cybersecurity,United States,2023-05-28,other,Pro,8,f,f
A-1f559b,Company_357,HealthTech,United States,2023-09-04,organic,Enterprise,5,t,t
A-5a215a,Company_358,EdTech,France,2024-01-05,other,Enterprise,87,f,f
A-3f9cc0,Company_359,HealthTech,United States,2024-06-03,event,Basic,22,f,f
A-f9cc74,Company_360,DevTools,France,2024-10-12,partner,Enterprise,30,t,f
A-ed510f,Company_361,Cybersecurity,India,2023-01-17,partner,Basic,42,f,f
A-5c9849,Company_362,EdTech,India,2024-11-03,partner,Basic,19,f,f
A-a7bd4b,Company_363,Cybersecurity,United States,2023-02-15,ads,Enterprise,5,f,f
A-d4ac0e,Company_364,DevTools,United Kingdom,2024-04-20,ads,Basic,18,f,f
A-ffdfd5,Company_365,EdTech,United States,2024-04-13,organic,Basic,3,f,t
A-0dbdc6,Company_366,Cybersecurity,Germany,2023-02-12,other,Pro,30,f,t
A-7cfe77,Company_367,DevTools,United States,2024-07-10,ads,Pro,69,f,f
A-1f0636,Company_368,EdTech,Australia,2024-01-01,partner,Pro,105,f,f
A-40de06,Company_369,Cybersecurity,United States,2023-05-08,event,Enterprise,28,f,t
A-cb5333,Company_370,DevTools,United States,2024-03-26,ads,Pro,33,f,f
A-309e54,Company_371,DevTools,United States,2024-12-09,other,Pro,15,f,f
A-6e7827,Company_372,DevTools,United States,2023-03-26,other,Basic,1,f,f
A-50bb9f,Company_373,Cybersecurity,United States,2024-07-12,organic,Pro,2,f,f
A-5fe118,Company_374,Cybersecurity,United States,2024-11-07,other,Enterprise,39,f,f
A-5247b3,Company_375,FinTech,United Kingdom,2024-03-12,partner,Pro,16,t,f
A-f44180,Company_376,Cybersecurity,United Kingdom,2023-02-13,event,Pro,9,f,f
A-c16cf7,Company_377,EdTech,United States,2024-10-16,event,Pro,13,t,f
A-d42431,Company_378,FinTech,France,2024-06-09,ads,Enterprise,22,t,f
A-6965e1,Company_379,DevTools,United States,2024-11-25,organic,Basic,13,f,f
A-0354fe,Company_380,Cybersecurity,United States,2024-10-22,other,Basic,34,f,f
A-0a62f5,Company_381,FinTech,United Kingdom,2024-09-11,partner,Pro,16,f,f
A-f5641b,Company_382,EdTech,United States,2024-03-30,other,Pro,31,f,f
A-b44e3e,Company_383,Cybersecurity,United Kingdom,2024-02-12,ads,Basic,40,f,f
A-3b37d9,Company_384,FinTech,United States,2023-01-27,event,Enterprise,23,f,f
A-54d94a,Company_385,Cybersecurity,India,2023-05-01,event,Basic,27,f,f
A-7f29a7,Company_386,Cybersecurity,United Kingdom,2024-09-18,event,Basic,41,t,f
A-089363,Company_387,FinTech,Australia,2023-05-06,event,Basic,2,f,f
A-524364,Company_388,DevTools,France,2024-12-31,partner,Enterprise,3,f,f
A-855a48,Company_389,EdTech,United States,2023-12-22,partner,Pro,14,t,f
A-756192,Company_390,FinTech,India,2023-06-11,other,Basic,19,f,f
A-49b828,Company_391,FinTech,India,2023-05-05,ads,Pro,6,f,f
A-c7ffc2,Company_392,Cybersecurity,United States,2023-01-27,partner,Pro,30,t,f
A-751c58,Company_393,FinTech,United Kingdom,2024-07-18,organic,Basic,15,f,f
A-72799b,Company_394,DevTools,France,2023-11-13,event,Enterprise,20,f,t
A-812c5b,Company_395,DevTools,Canada,2024-02-25,organic,Basic,55,f,t
A-69b156,Company_396,EdTech,United States,2023-11-21,other,Pro,7,f,t
A-075038,Company_397,HealthTech,United Kingdom,2023-05-12,ads,Basic,17,f,f
A-940b8b,Company_398,HealthTech,Germany,2024-03-19,organic,Basic,1,f,f
A-2d1036,Company_399,FinTech,United States,2024-06-14,ads,Pro,69,f,t
A-0f6450,Company_400,FinTech,United States,2024-12-27,other,Pro,28,t,t
A-9affe6,Company_401,Cybersecurity,United States,2023-03-22,other,Pro,7,f,f
A-80eeb6,Company_402,Cybersecurity,United Kingdom,2023-05-09,organic,Enterprise,22,f,f
A-d4e0d4,Company_403,FinTech,United States,2024-10-18,other,Basic,117,f,f
A-c7e58b,Company_404,HealthTech,India,2023-06-25,other,Pro,3,f,f
A-016043,Company_405,EdTech,Canada,2024-07-31,organic,Basic,4,t,f
A-bbe56f,Company_406,HealthTech,United States,2023-02-16,ads,Enterprise,21,f,f
A-7c5768,Company_407,HealthTech,United Kingdom,2024-03-02,event,Enterprise,3,f,f
A-751bd4,Company_408,Cybersecurity,United Kingdom,2024-07-12,partner,Pro,10,f,f
A-4e0e85,Company_409,DevTools,United States,2023-09-08,organic,Enterprise,6,f,f
A-ad3abd,Company_410,FinTech,United States,2023-03-03,event,Pro,44,f,f
A-e19ff6,Company_411,Cybersecurity,United Kingdom,2023-07-28,partner,Enterprise,1,f,f
A-7920cc,Company_412,Cybersecurity,France,2023-11-23,ads,Pro,39,f,f
A-5a92e7,Company_413,HealthTech,United States,2024-06-11,ads,Pro,4,f,f
A-fdfc91,Company_414,Cybersecurity,United States,2023-05-06,ads,Basic,29,f,f
A-1e50e0,Company_415,Cybersecurity,Germany,2023-02-21,other,Pro,19,t,t
A-1e1b80,Company_416,FinTech,Canada,2023-09-12,other,Enterprise,50,f,f
A-659280,Company_417,FinTech,India,2023-11-17,event,Enterprise,13,t,t
A-f6b2fb,Company_418,DevTools,Australia,2024-04-23,event,Basic,23,f,f
A-cb6cc6,Company_419,DevTools,United States,2023-04-03,ads,Basic,13,t,f
A-d62e02,Company_420,Cybersecurity,United States,2024-08-20,partner,Pro,6,f,f
A-d535f6,Company_421,DevTools,United States,2024-09-03,organic,Basic,12,t,t
A-39868b,Company_422,FinTech,Australia,2024-03-17,partner,Pro,9,f,f
A-3cc791,Company_423,EdTech,United States,2024-01-10,other,Enterprise,6,f,f
A-337bc1,Company_424,Cybersecurity,United States,2023-07-19,organic,Pro,30,t,f
A-58b9ff,Company_425,DevTools,India,2024-05-31,partner,Enterprise,2,f,f
A-bf7919,Company_426,HealthTech,United States,2024-11-27,organic,Pro,3,f,f
A-1d5444,Company_427,Cybersecurity,United States,2024-01-18,partner,Basic,24,f,t
A-0f3e88,Company_428,HealthTech,United States,2023-07-23,other,Basic,7,f,t
A-7641d3,Company_429,EdTech,United States,2023-02-16,partner,Pro,8,t,t
A-cd458b,Company_430,DevTools,United States,2024-06-15,other,Basic,10,t,f
A-c16b88,Company_431,HealthTech,United States,2023-12-02,event,Enterprise,23,f,f
A-59f724,Company_432,HealthTech,United States,2023-11-03,other,Enterprise,3,t,f
A-87aa7b,Company_433,HealthTech,United States,2024-05-16,organic,Pro,24,t,f
A-1e6fc3,Company_434,EdTech,France,2023-12-06,other,Pro,1,f,f
A-39ddf4,Company_435,EdTech,United States,2024-12-05,partner,Enterprise,40,f,f
A-34ea2f,Company_436,HealthTech,United States,2024-08-15,organic,Enterprise,8,f,t
A-716841,Company_437,FinTech,United States,2024-05-06,other,Pro,45,f,f
A-558c72,Company_438,FinTech,United States,2023-06-01,organic,Basic,12,f,f
A-b11cd0,Company_439,DevTools,United States,2023-01-20,ads,Pro,26,t,t
A-cc1d8d,Company_440,FinTech,United States,2024-12-08,other,Pro,5,f,f
A-7f4db3,Company_441,FinTech,United States,2023-03-05,other,Pro,4,f,f
A-db5e9e,Company_442,DevTools,United States,2024-11-09,partner,Basic,4,f,f
A-cc102e,Company_443,HealthTech,United States,2024-04-15,partner,Enterprise,13,f,f
A-82d8a6,Company_444,Cybersecurity,United Kingdom,2024-11-28,ads,Basic,5,f,f
A-dec005,Company_445,HealthTech,United States,2023-10-13,partner,Pro,21,f,f
A-5790f4,Company_446,FinTech,United Kingdom,2024-12-22,event,Pro,1,t,f
A-7c83a1,Company_447,Cybersecurity,United States,2024-05-06,partner,Pro,12,f,f
A-297a2d,Company_448,HealthTech,United Kingdom,2023-05-05,event,Pro,27,f,f
A-4c56c9,Company_449,FinTech,United States,2023-12-20,partner,Enterprise,9,f,t
A-cbbe12,Company_450,Cybersecurity,Germany,2023-03-22,partner,Enterprise,40,f,f
A-4a267b,Company_451,FinTech,United States,2024-05-05,other,Pro,25,f,f
A-bcbe98,Company_452,Cybersecurity,United States,2024-07-29,other,Enterprise,46,f,f
A-427b69,Company_453,FinTech,United States,2024-08-23,other,Basic,17,f,f
A-0be015,Company_454,FinTech,United States,2024-10-15,event,Pro,19,f,f
A-054577,Company_455,EdTech,United Kingdom,2024-04-28,ads,Basic,2,f,f
A-bc87bc,Company_456,FinTech,United States,2024-07-17,event,Pro,3,f,f
A-0f7d77,Company_457,FinTech,India,2024-10-28,partner,Pro,3,f,f
A-e7beab,Company_458,EdTech,Germany,2023-10-20,organic,Enterprise,5,f,f
A-a09355,Company_459,FinTech,United States,2024-08-10,organic,Basic,14,f,f
A-31ab9a,Company_460,FinTech,Germany,2024-03-03,organic,Pro,3,f,f
A-0158bb,Company_461,FinTech,Germany,2024-05-22,partner,Basic,5,f,f
A-f19b24,Company_462,Cybersecurity,United States,2023-01-10,organic,Pro,29,t,f
A-798a3f,Company_463,DevTools,France,2023-10-19,other,Enterprise,12,f,t
A-42b791,Company_464,FinTech,Australia,2024-05-20,event,Pro,3,f,f
A-068fc6,Company_465,EdTech,United States,2023-07-17,event,Enterprise,35,f,f
A-6f50ae,Company_466,FinTech,United States,2023-09-21,partner,Pro,19,f,t
A-a2485e,Company_467,FinTech,United States,2024-08-04,event,Pro,3,t,f
A-bb1eaa,Company_468,Cybersecurity,United States,2024-06-11,organic,Basic,21,f,f
A-cc98bc,Company_469,DevTools,United States,2023-05-24,ads,Basic,32,f,f
A-d77f4c,Company_470,DevTools,United States,2023-09-25,partner,Pro,4,t,f
A-ccabf0,Company_471,HealthTech,India,2023-11-06,organic,Pro,1,f,f
A-700ade,Company_472,Cybersecurity,United Kingdom,2024-10-31,organic,Enterprise,1,t,f
A-4a4c2d,Company_473,DevTools,United States,2023-05-02,event,Enterprise,54,f,f
A-b7ef83,Company_474,Cybersecurity,United Kingdom,2024-05-29,partner,Pro,1,t,f
A-e08cd3,Company_475,FinTech,United States,2024-09-21,ads,Pro,67,t,f
A-19b2c8,Company_476,DevTools,India,2023-06-06,other,Pro,20,f,f
A-970c97,Company_477,HealthTech,Germany,2024-03-01,other,Enterprise,14,f,f
A-6dee43,Company_478,FinTech,United Kingdom,2023-08-12,other,Basic,3,t,f
A-5ed98d,Company_479,DevTools,United States,2024-06-22,partner,Basic,24,f,f
A-c58f49,Company_480,EdTech,United States,2024-07-31,other,Enterprise,70,t,f
A-9c18c4,Company_481,HealthTech,United States,2023-07-27,ads,Pro,11,f,t
A-cc8c8f,Company_482,DevTools,United States,2024-06-16,ads,Enterprise,23,f,f
A-5f7781,Company_483,DevTools,United States,2024-08-20,other,Pro,22,f,f
A-e1b9cd,Company_484,DevTools,United States,2023-02-26,event,Pro,40,f,t
A-ac85cd,Company_485,EdTech,United States,2024-07-31,partner,Enterprise,53,f,f
A-d792a6,Company_486,DevTools,United States,2023-01-23,organic,Enterprise,4,f,f
A-ac9111,Company_487,HealthTech,United States,2023-08-12,event,Pro,21,t,f
A-18793f,Company_488,EdTech,United States,2024-12-18,organic,Basic,148,t,f
A-9f0b68,Company_489,EdTech,United States,2024-04-28,ads,Basic,10,f,f
A-d3c88e,Company_490,DevTools,United States,2024-10-18,event,Pro,16,f,f
A-ccb686,Company_491,DevTools,United States,2024-01-22,other,Basic,10,f,f
A-118f1c,Company_492,Cybersecurity,United States,2024-10-31,other,Pro,32,f,f
A-0e966d,Company_493,FinTech,India,2024-06-25,ads,Basic,11,f,t
A-b9f5b1,Company_494,Cybersecurity,United States,2023-01-24,other,Pro,15,t,f
A-8ae3fc,Company_495,DevTools,Canada,2024-06-28,ads,Pro,9,f,f
A-55f257,Company_496,FinTech,United States,2023-12-21,organic,Basic,9,f,f
A-d26ab4,Company_497,DevTools,United Kingdom,2024-11-07,organic,Basic,9,f,t
A-712533,Company_498,EdTech,United States,2023-07-31,organic,Pro,18,f,f
A-781cc0,Company_499,EdTech,United States,2024-09-04,organic,Pro,12,f,f
